long,long,long,long,float,float,float,float,float,float,
1642,13437,5277,48,0.0,0.0,0.0,0.0,0.0,0.0,
1681,13447,5892,19,0.0,0.0,0.0,0.0,0.0,0.0,
1701,13451,3767,23,0.0,0.0,0.0,0.0,0.523599028587,0.0,
1702,13452,6085,19,0.0,0.0,0.0,0.0,0.0,0.0,
1703,13453,6086,19,0.0,0.0,0.0,0.0,0.0,0.0,
1704,13457,3731,19,0.0,0.0,0.0,0.0,0.0,0.0,
1705,13458,3394,19,0.0,0.0,0.0,0.0,0.0,0.0,
1709,13442,6124,19,0.0,0.0,0.0,0.0,0.0,0.0,
1743,13472,6177,17,0.0,0.0,0.0,0.0,-0.785398006439,0.0,
1747,13473,5900,19,0.0,0.0,0.0,0.0,0.0,0.0,
1752,13472,6238,34,-3.0,-3.0,3.0,-2.09438991547,-1.04719996452,0.0,
1753,13473,5901,19,0.0,0.0,0.0,0.0,0.0,0.0,
1754,13472,6238,34,-4.0,0.0,-6.0,0.0,0.785398006439,0.0,
1756,13481,6135,16,0.0500000007451,0.0,-0.600000023842,0.0,-1.57079994678,0.0,
1761,13482,5905,19,0.0,0.0,-2.0,0.0,0.0,0.0,
1801,13489,5433,-1,0.0,0.0,1.0,0.0,0.0,0.0,
1821,13498,5911,19,0.0,0.0,0.0,0.0,0.0,0.0,
1901,13417,5912,-1,0.25,0.0,2.0,0.0,0.0,0.0,
1921,13511,5915,21,0.0,0.0,0.0,0.0,0.0,0.0,
1922,13511,5915,22,0.0,0.0,0.0,0.0,0.0,0.0,
1923,13511,3902,21,0.0,0.0,0.0,0.0,0.0,0.0,
1924,13511,3902,22,0.0,0.0,0.0,0.0,0.0,0.0,
1925,13511,4010,19,0.0,0.0,0.0,0.0,0.0,0.0,
1926,13511,3920,19,0.0,0.0,0.0,0.0,0.0,0.0,
1927,13512,5916,-1,0.0,0.0,0.0,0.0,0.0,0.0,
1941,13515,5917,22,0.0,-0.0500000007451,-0.070000000298,0.0,2.26892995834,1.04719996452,
1942,13516,5612,19,1.0,0.20000000298,0.899999976158,0.0,0.0,0.0,
1961,13520,389,-1,1.0,0.0,0.0,0.0,0.0,0.0,
1981,13525,4889,34,0.0,0.0,0.0,0.0,0.0,0.0,
2003,13529,5923,19,0.0,0.0,-4.0,0.0,0.0,0.0,
2041,13532,4828,1,1.20000004768,0.10000000149,0.0,0.0,0.0,0.0,
2042,13503,5925,34,0.0,0.0,0.5,0.0,0.0,0.0,
2081,13550,6064,38,0.699999988079,0.0,0.0,0.0,0.0,0.0,
2121,13555,5896,16,0.0,0.40000000596,0.0,1.57079994678,3.14159011841,-1.57079994678,
2122,13556,5837,16,0.300000011921,0.40000000596,0.0,1.57079994678,3.14159011841,-1.57079994678,
2141,13378,5882,17,0.0,0.0,0.0,0.0,-0.383971989155,0.0,
2142,13378,5882,17,0.0,0.0,0.0,0.0,-0.383971989155,0.0,
2143,13562,5950,16,0.20000000298,0.0,-1.10000002384,0.0,0.0,0.0,
2146,13278,5952,1,0.0,0.0,0.0,0.0,0.0,0.0,
2147,13278,5802,1,1.0,0.0,0.0,0.0,0.0,0.0,
2161,13576,621,34,0.0,0.0,0.25,0.0,0.0,0.0,
2162,13576,621,34,0.0,0.0,-0.25,0.0,0.0,0.0,
2163,13577,4410,19,0.0,0.0,-0.20000000298,0.0,0.0,0.0,
2181,13580,5962,19,0.0,0.0,-6.5,0.0,0.0,0.0,
2182,11628,4924,19,0.0,0.0,5.0,0.0,-1.57079994678,0.0,
2183,11630,5963,19,0.0,0.0,3.0,0.0,-1.57097005844,0.0,
2184,13582,5968,-1,0.0,0.0,-12.0,0.0,0.0,0.0,
2185,13582,4018,-1,0.5,0.0,0.0,0.0,0.0,0.0,
2186,13583,5968,-1,0.0,0.0,-5.0,0.0,0.0,0.0,
2188,13585,4031,-1,0.0,0.0,0.0,0.0,0.0,0.0,
2189,13584,5971,19,0.0,0.0,0.0,0.0,0.0,0.0,
2204,13577,4410,19,0.0,0.0,0.20000000298,0.0,0.0,0.0,
2205,13577,4410,19,0.0,0.0,0.0,0.0,0.0,0.0,
2207,13590,1303,-1,6.0,0.0,2.0,0.0,1.57079994678,0.0,
2221,13591,3913,17,0.0,0.0,-1.0,0.0,0.0,0.0,
2241,13593,5980,28,-0.40000000596,0.0,0.0,1.57079994678,0.0,-1.48353004456,
2293,13594,5983,19,0.0,0.0,0.0,0.0,0.0,0.0,
2301,13597,5986,19,0.0,0.0,-5.0,0.0,0.0,0.0,
2302,13599,5988,-1,0.0,0.0,0.0,0.0,0.0,0.0,
2303,13599,5988,-1,0.0,-15.0,0.0,0.0,0.0,0.0,
2304,13599,5988,-1,0.0,15.0,0.0,0.0,0.0,0.0,
2321,13602,5968,19,0.0,0.0,-10.0,0.0,0.0,0.0,
2322,13602,5235,34,0.0,0.0,0.0,0.0,0.0,0.0,
2323,13602,5994,19,0.0,0.0,1.0,0.0,0.0,0.0,
2324,13603,5993,19,0.0,0.0,0.0,0.0,0.785398006439,0.0,
2341,13605,5995,22,0.0,-0.10000000149,0.0,3.14159011841,3.9269900322,0.0,
2342,13606,5995,22,0.0,-0.10000000149,0.0,3.14159011841,3.9269900322,0.0,
2361,13610,5199,38,0.0,0.0,0.0,0.0,0.0,0.0,
2362,13611,5199,38,0.0,0.0,0.0,0.0,0.0,0.0,
2421,13499,6001,19,0.0,0.0,0.0,0.0,0.0,0.0,
2441,13499,6001,19,0.0,0.0,0.0,0.0,0.0,0.0,
2461,13637,4493,34,0.0,0.0,-1.29999995232,0.0,0.0,0.0,
2462,13638,6004,19,-0.5,-0.20000000298,0.0,0.0,0.0,0.0,
2463,13631,6003,19,0.0,0.0,-2.0,0.0,0.0,0.0,
2481,13653,5980,28,-0.40000000596,0.0,0.0,1.57079994678,0.0,-0.785398006439,
2482,13653,5980,28,-0.40000000596,0.0,0.0,1.57079994678,0.0,-2.09438991547,
2502,13659,6031,-1,3.0,0.0,0.0,0.0,-0.523599028587,0.0,
2503,13659,6031,-1,3.0,0.0,0.0,0.0,0.0,0.523599028587,
2504,13659,6031,-1,3.0,0.0,0.0,0.0,0.0,0.0,
2505,13659,6031,-1,3.0,0.0,0.0,0.0,0.523599028587,0.0,
2506,13659,6031,-1,3.0,0.0,0.0,0.0,0.0,-0.523599028587,
2507,13659,4015,-1,3.0,0.0,0.0,0.0,0.0,0.0,
2541,13662,4172,34,0.0,0.0,-2.0,0.0,0.0,0.0,
2581,13672,6049,39,-0.300000011921,0.20000000298,0.800000011921,0.0,-1.57079994678,0.0,
2582,13672,3701,39,-0.300000011921,0.20000000298,0.800000011921,0.0,0.0,0.0,
2583,13673,6052,39,-0.300000011921,0.20000000298,0.800000011921,0.0,-1.57079994678,0.0,
2584,13673,6053,39,-0.300000011921,0.20000000298,0.800000011921,0.0,0.0,0.0,
2601,13674,2980,17,0.0,0.20000000298,0.0,0.436331987381,0.0,0.0,
2602,13674,2980,17,0.0,-0.20000000298,0.0,-0.436331987381,0.0,0.0,
2603,13674,2980,17,0.0,0.0,0.0,0.0,0.0,0.0,
2604,13674,2980,17,0.0,0.0,0.0,0.261799007654,0.0,0.0,
2605,13674,2980,17,0.0,0.0,0.0,-0.261799007654,0.0,0.0,
2622,13676,3284,-1,0.0,0.0,0.0,0.0,0.0,0.0,
2649,13683,2722,20,-0.25,0.0,-0.5,0.0,0.0,0.0,
2650,13684,6059,34,0.15000000596,0.0,0.10000000149,0.0,0.0,0.0,
2652,13685,4952,-1,0.0,0.0,0.0,0.0,0.0,0.0,
2655,13685,4952,-1,0.0,0.0,0.0,0.0,0.0,0.0,
2656,13685,4952,-1,0.0,0.0,0.0,0.0,0.0,0.0,
2657,13685,4952,-1,0.0,0.0,0.0,0.0,0.0,0.0,
2683,13696,4840,38,0.699999988079,0.0,0.0,0.0,0.0,0.0,
2702,13686,6065,19,0.0,0.0,0.5,0.0,0.0,0.0,
2703,13686,6065,19,-1.5,0.0,0.5,0.0,0.0,0.0,
2705,13701,6066,22,0.0,0.0,0.0,0.0,1.57079994678,0.0,
2721,13704,3021,19,-2.0,0.0,0.25,0.0,0.0,0.0,
2722,13704,5928,19,-2.0,0.0,0.25,0.0,0.0,0.0,
2743,13705,4545,19,0.0,0.0,0.75,0.0,0.0,0.0,
2745,13705,4545,19,0.0,0.0,0.5,0.0,0.0,0.0,
2761,13711,3867,19,0.0,0.0,0.0,0.0,0.0,0.0,
2762,13711,6499,34,0.0,0.0,0.0,0.0,0.0,0.0,
2763,13710,6070,34,0.0,0.0,0.0,0.0,0.0,0.0,
2764,13712,1625,34,0.0,0.0,0.0,0.0,0.0,0.0,
2781,13713,3021,19,-3.0,1.5,0.0,0.0,0.0,0.0,
2782,13713,5928,19,-3.0,1.5,0.25,0.0,0.0,0.0,
2783,13614,4585,22,1.64999997616,0.0,0.0,0.0,0.0,0.0,
2784,13620,4585,22,1.64999997616,0.0,0.0,0.0,0.0,0.0,
2801,13707,6006,19,0.0,0.0,0.34999999404,0.0,0.0,0.0,
2802,13717,6072,17,-0.699999988079,0.600000023842,-1.10000002384,1.91986000538,-0.0034910000395,0.0,
2821,13718,6074,17,-0.300000011921,0.0,-0.20000000298,0.0,0.0,0.0,
2822,13718,6075,34,-0.5,0.600000023842,0.0,0.0,0.0,0.785398006439,
2823,13718,6075,34,-0.5,-0.600000023842,0.0,0.0,0.0,-0.785398006439,
2824,13718,6075,34,-1.5,0.5,0.0,0.0,0.0,0.785398006439,
2825,13718,6075,34,-1.5,-0.5,0.0,0.0,0.0,-0.785398006439,
2826,13718,6075,17,-0.40000000596,0.10000000149,0.300000011921,0.0,0.0,0.785398006439,
2827,13718,6075,17,-0.40000000596,-0.10000000149,0.300000011921,0.0,0.0,-0.785398006439,
2842,13721,5974,17,0.0,0.0,0.0,0.0,0.0,0.0,
2843,13721,855,34,0.0,0.0,0.0,0.0,0.0,0.0,
2861,13725,6099,19,0.0,0.0,0.0,0.0,0.0,1.57079994678,
2862,13725,6099,19,0.0,0.0,16.0,0.0,0.0,1.57079994678,
2863,13725,6099,19,25.0,0.0,4.0,3.14159011841,0.0,1.57079994678,
2864,13725,6099,19,0.0,0.0,8.0,0.0,0.0,1.57079994678,
2865,13725,6099,19,25.0,0.0,12.0,3.14159011841,0.0,1.57079994678,
2866,13724,6078,-1,0.0,0.0,-4.0,0.0,0.0,0.0,
2867,13727,5178,-1,0.0,0.0,-2.0,0.0,0.0,0.0,
2868,13728,5140,19,0.0,0.0,0.0,0.0,0.0,1.57079994678,
2869,13728,5140,19,0.0,0.0,6.0,0.0,0.0,1.57079994678,
2870,13728,5140,19,0.0,0.0,12.0,0.0,0.0,1.57079994678,
2871,13728,5140,19,0.0,0.0,3.0,0.0,0.0,1.57079994678,
2872,13728,5140,19,0.0,0.0,9.0,0.0,0.0,1.57079994678,
2873,13729,6079,19,25.0,0.0,4.0,3.14159011841,0.0,0.0,
2874,13729,6079,19,0.0,0.0,0.0,0.0,0.0,0.0,
2875,13729,6079,19,25.0,0.0,12.0,3.14159011841,0.0,0.0,
2876,13729,6079,19,0.0,0.0,8.0,0.0,0.0,0.0,
2877,13729,6079,19,0.0,0.0,16.0,0.0,0.0,0.0,
2901,13737,6094,1,0.0,0.0,0.0,0.785398006439,0.0,-1.57079994678,
2902,13739,1202,17,0.0,0.0,0.0,0.0,0.0,0.0,
2923,13749,5416,19,0.0,0.0,0.0,0.0,0.0,0.0,
2924,13751,6107,19,0.0,0.0,0.0,0.0,0.0,0.0,
2941,13755,3175,19,0.0,0.0,6.0,0.0,0.0,0.0,
2967,13757,6111,19,0.0,0.0,-2.0,1.57079994678,0.0,0.0,
2968,13757,6111,19,0.0,0.0,-2.0,0.523599028587,0.0,0.0,
2969,13757,6111,19,0.0,0.0,-2.0,0.785398006439,0.0,0.0,
2970,13757,6111,19,0.0,0.0,-2.0,0.0,0.0,0.0,
2973,13760,6112,34,0.0,0.0,0.0,0.0,0.0,0.0,
2976,13760,6112,34,0.0,0.0,0.0,0.0,0.0,0.0,
2977,13760,6112,34,0.0,0.0,0.0,0.0,0.0,0.0,
2978,13760,6112,34,0.0,0.0,0.0,0.0,0.0,0.0,
2979,13760,6112,34,0.0,0.0,0.0,0.0,0.0,0.0,
2981,13760,4611,34,0.0,0.0,0.0,0.0,0.0,0.0,
2982,13761,5421,34,0.0,0.0,0.0,0.0,0.0,0.0,
2983,13761,5421,34,0.0,0.0,0.0,0.0,0.0,0.0,
2984,13761,5421,34,0.0,0.0,0.0,0.0,0.0,0.0,
2985,13761,5421,34,0.0,0.0,0.0,0.0,0.0,0.0,
2986,13762,6113,12,0.40000000596,0.0,-1.0,0.0,2.61799001694,-3.14159011841,
3001,13766,3866,21,0.0,0.0,0.0,0.0,0.0,0.0,
3003,13766,3866,22,1.0,0.0,0.0,0.0,0.0,0.0,
3004,13766,3866,22,1.0,0.0,0.0,0.0,0.0,0.0,
3005,13767,6116,34,0.0,0.0,0.0,0.0,0.0,0.0,
3041,13769,2989,19,0.0,0.0,0.0,0.0,0.0,0.0,
3061,13774,6120,34,-4.0,-2.0,2.0,0.0,0.0,0.0,
3081,13780,6122,19,0.0,0.0,0.0,0.0,0.0,0.0,
3122,13788,54,19,0.0,0.0,0.5,0.0,3.14159011841,0.0,
3124,13479,6130,16,-0.15000000596,0.15000000596,-0.40000000596,0.0,-3.14159011841,-0.0872659981251,
3125,13479,5904,16,-0.15000000596,-0.10000000149,-0.40000000596,0.0,-3.14159011841,0.0872659981251,
3143,13791,5910,34,0.0,0.0,-0.5,0.0,0.0,0.0,
3146,13791,5910,34,0.0,0.25,-0.75,0.0,0.0,0.0,
3147,13791,5910,34,0.0,-0.330000013113,-0.649999976158,0.0,0.0,0.0,
3148,13791,5910,34,0.0,0.0,-0.899999976158,0.0,0.0,0.0,
3161,13798,3067,19,0.0,0.0,0.0,0.0,0.0,0.0,
3162,13798,3067,19,0.0,0.0,0.0,0.0,0.0,0.0,
3163,13798,3067,19,0.0,0.0,0.0,0.0,0.0,0.0,
3186,13809,5925,34,0.0,0.0,0.0,0.0,0.0,0.0,
3187,13809,5925,34,0.0,0.0,-0.5,0.0,0.0,0.0,
3189,13799,5493,38,0.0,0.0,0.0,0.0,6.28318977356,0.0,
3193,13805,5897,19,0.0,0.0,0.0,0.0,1.57079994678,0.0,
3194,13803,6137,34,0.0,0.0,-1.0,0.0,0.0,0.0,
3196,13812,6145,19,-0.25,0.0,0.5,0.0,-1.39626002312,0.0,
3197,13812,6145,19,-0.34999999404,0.15000000596,0.40000000596,0.785398006439,-2.00712990761,0.0,
3198,13812,6145,19,-0.10000000149,0.0,0.40000000596,1.57079994678,-2.00712990761,0.0,
3199,13814,4858,38,0.0,0.0,0.0,0.0,6.28318977356,0.0,
3200,13812,6145,19,0.0,0.0,0.20000000298,1.74532997608,-1.30900001526,0.0,
3202,13820,6150,38,0.0,0.0,0.0,0.0,6.28318977356,0.0,
3203,13821,6157,-1,0.0,0.0,0.0,0.0,0.0,0.0,
3204,13822,6151,12,0.15000000596,-0.10000000149,-0.5,-1.57079994678,0.0,-0.61086499691,
3206,13824,6153,19,0.0,0.0,0.0,0.0,0.0,0.0,
3208,13824,6083,19,0.0,0.0,0.0,0.0,0.0,0.0,
3209,13824,6152,19,0.0,0.0,0.0,0.0,0.0,0.0,
3212,13825,6156,-1,0.0,0.0,-13.0,0.0,-1.57079994678,0.0,
3222,13825,6156,-1,0.0,0.0,-13.0,0.0,-1.57079994678,0.0,
3241,13833,3130,21,0.0,0.0,0.300000011921,0.0,0.0,0.0,
3242,13834,6162,34,0.0,0.0,-5.0,0.0,0.0,0.0,
3243,13835,6163,19,-1.0,0.0,0.0,0.0,0.0,0.0,
3245,13835,4881,19,-1.0,0.0,0.0,0.0,0.0,0.0,
3246,13838,836,34,0.0,0.0,0.0,0.0,0.0,0.0,
3261,13841,3048,19,0.0,0.0,0.0,0.0,0.0,0.0,
3262,13841,4414,19,0.0,0.0,0.0,0.0,0.0,0.0,
