long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,
98,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Il m'a fallu beaucoup de temps pour traduire les écrits du grand chef. Ce que j'ai découvert est consternant. Le grand chef Tombe-hiver était en pleine crise de paranoïa durant ses derniers jours ; de plus, il était sous l'emprise d'une substance appelée « eau-de-feu ». Il croyait que toutes les créatures étaient ses ennemies. Mais vous allez pouvoir le lire par vous-même : j'ai joint à cette lettre une traduction de ses écrits. Si vous vous trouvez dans le besoin, revenez donc me voir.",,,,,,,,,,,,,,0xFF01FE,
99,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Merci d'avoir renouvelé votre adhésion à la Guilde des Ingénieurs Gnomes Associés ! Nous sommes ravis de vous compter parmi nos membres actifs. Veuillez accepter ce cadeau en gage de notre gratitude pour les contributions merveilleuses que vous continuez d'apporter au monde de l'ingénierie gnome.",,,,,,,,,,,,,,0xFF01FE,
100,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Merci d'avoir renouvelé votre adhésion à la Guilde des Ingénieurs Gnomes Associés ! Nous sommes ravis de vous compter parmi nos membres actifs. Veuillez accepter ce cadeau en gage de notre gratitude pour les contributions merveilleuses que vous continuez d'apporter au monde de l'ingénierie gnome.",,,,,,,,,,,,,,0xFF01FE,
101,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Mon $gami:amie;, mon bras est las des combats que nous continuons de mener dans les Maleterres, mais il est toujours assez fort pour écrire à $gun héros tel:une héroïne telle; que vous. Je suis heureux de savoir que l’aide que vous nous avez apporté continue de nous servir, et nous essayons tous les jours d’en profiter.

Si vous passez dans les Maleterres de l’ouest, arrêtez-vous à la Barricade. Votre main expérimentée nous sera fort utile dans nos opérations !

Grand exécuteur Derrington",,,,,,,,,,,,,,0xFF01FE,
102,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Ho ho, bien le bonjour, $N ! J'espère que vous passez une excellente fête du Voile d'hiver. La sympathie que vous m'avez inspirée en m'aidant à combler mon petit creux était telle que je n'ai pu résister à l'envie d'ajouter un petit extra à la récompense. Il s'agit d'un échantillon de délicieuses Gourmandises Fumebois. Si vous ne vous en êtes pas déjà procuré, assurez-vous de le faire avant que la saison ne s'achève !$B$BJoyeuses fêtes...$BGrand-père Hiver",,,,,,,,,,,,,,0xFF01FE,
103,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Merci d'avoir renouvelé votre adhésion aux Gobelins Experts en Explosions Kalibrés. Nous sommes ravis de vous compter parmi nos membres actifs. Veuillez accepter ce cadeau en gage de notre gratitude pour les contributions merveilleuses que vous continuez à apporter au monde de l'ingénierie gobeline.",,,,,,,,,,,,,,0xFF01FE,
104,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Merci d'avoir renouvelé votre adhésion aux Gobelins Experts en Explosions Kalibrés. Nous sommes ravis de vous compter parmi nos membres actifs. Veuillez accepter ce cadeau en gage de notre gratitude pour les contributions merveilleuses que vous continuez à apporter au monde de l'ingénierie gobeline.",,,,,,,,,,,,,,0xFF01FE,
105,,,"<INUTILISÉ>",,,,,,,,,,,,,,0xFF01FE,,,"Ce courrier vous a été envoyé car vous vous êtes $ginscrit:inscrite; pour le viagra ! Plus de texte.",,,,,,,,,,,,,,0xFF01FE,
106,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Ces lapins sont revenus ! NON ! Oh, ne vous donnez pas la peine de revenir...",,,,,,,,,,,,,,0xFF01FE,
107,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Je vous salue, mon ami – mon bras est las des combats que nous continuons de mener dans les ruines de Lordaeron, mais il est toujours assez fort pour écrire à un héros tel que vous. Je suis heureux de savoir que l’aide que vous nous avez apportée continue de nous servir, et nous essayons tous les jours d’en profiter.

Si vous passez dans les Maleterres de l’ouest, arrêtez-vous à notre camp. Votre bras expérimenté nous sera fort utile dans nos opérations !
Commandant Ashlam Vaillepoing",,,,,,,,,,,,,,0xFF01FE,
108,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Ho ho et encore bonjour, $N !$B$BJ’ai été très occupé cette saison, comme tous les braves gens de Fumebois, mais je voulais vous envoyer quelque chose de spécial. Vous serez content de savoir que nous avons dégelé Sacks dans les montagnes d’Alterac. Il vous envoie ses meilleurs vœux.$B$BEn libérant Sacks, nous avons réussi à développer un objet qui, je pense, vous amusera. Il vous faudra une boule de neige pour l’alimenter, mais je pense que vous allez apprécier !$B$BGrand-père Hiver",,,,,,,,,,,,,,0xFF01FE,
109,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Je vous salue, $gmon ami:mon amie; !$B$BJ’ai décidé de prendre un moment pour vous remercier d’avoir participé à notre combat contre Hakkar. J’attends avec impatience de vous revoir lorsque nous nous sentirons assez forts pour vaincre le Dieu sanglant. Nous regrettons amèrement votre absence !$B$BEn gage de gratitude, je joins une Marque d’honneur à cette lettre. Ensemble, nous détruirons Hakkar une bonne fois pour toutes !$B$BQue Zanza vous bénisse toujours !$BVinchaxa, serviteur de Zanza.",,,,,,,,,,,,,,0xFF01FE,
110,,,"",,,,,,,,,,,,,,0xFF01FC,,,"$gEstimé:Estimée; $N.$B$BLes informations que vous avez portées à mon attention s’avèrent extrêmement précieuses. J'ai déjà demandé la modification de nos plans de bataille en fonction de la place nouvelle que nous accordons à la présence du Marteau du crépuscule.$B$BVeuillez accepter ce modeste objet en gage de notre gratitude. Nous espérons pouvoir vous compter parmi nos vaillants alliés dans notre combat à Silithus.$B$BSincèrement,$B$BCommandant Mar'alith",,,,,,,,,,,,,,0xFF01FE,
111,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Je vous salue, mon $gami:amie;. J’espère que votre combat pour la Horde s’avère glorieux. J’attends avec impatience le moment où il se dira partout que vous avez laissé un héritage aussi riche et aussi précieux que celui de Grom Hurlenfer.$B$BJe n’ai pas oublié votre acte de générosité à mon égard… et aussi à l’égard de la mémoire de Grom, pendant la Fête des moissons. Je vous envoie un petit quelque chose qui, je l’espère, vous plaira. Utilisez-le à bon escient.$B$BPour la Horde !$BJavnir",,,,,,,,,,,,,,0xFF01FE,
112,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Salutations, jeune druide !

La fierté m'envahit quand je vois tous les efforts que vous avez consentis durant votre entraînement. Vous devriez vous réjouir d'être de ceux qui ne font plus qu'un avec la Griffe. D'autres leçons suivront. La prochaine sera disponible quand vous aurez atteint le niveau 14. Quand vous serez $gprêt:prête;, venez me trouver dans l'Enclave cénarienne de Darnassus.

Mathrengyl Pasdelours",,,,,,,,,,,,,,0xFF01FE,
113,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Je vous salue, mon $gami:amie;. J’espère que votre combat pour l’Alliance se déroule selon vos souhaits. Je pressens qu’un jour il se dira que vous avez laissé un héritage aussi précieux que celui d’Uther le Porteur de Lumière.$B$BJe n’ai pas oublié votre acte de générosité à mon égard et à celui de la mémoire d’Uther pendant la fête des moissons. Je vous envoie un petit quelque chose qui, j’espère, vous plaira. Utilisez-le à bon escient.$B$BPar le Marteau de Barbe-de-Bronze,$BWagner",,,,,,,,,,,,,,0xFF01FE,
114,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Salutations, jeune druide !

Je vous ai fait parvenir cette note pour vous rappeler de me contacter de temps en temps, au fil de votre progression. Un druide au service de Cénarius a beaucoup à apprendre, et j'aurai plaisir à vous aider tout au long de votre chemin. Bientôt, vous serez en mesure d'apprendre comment adopter votre forme aquatique. Venez me voir lorsque vous aurez atteint le niveau 16, et je commencerai à vous guider sur la voie du savoir.

Turak Totem-runique",,,,,,,,,,,,,,0xFF01FE,
115,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Salutations, jeune druide !

Je vous envoie cette note pour vous rappeler de passer me voir de temps en temps, au fur et à mesure de votre progression. Un druide au service de Cénarius peut apprendre bien des choses. Je serais heureux de vous y aider. Vous serez bientôt prêt à découvrir votre forme aquatique. Venez me trouver lorsque vous atteindrez le 16e niveau et je vous ferai faire vos premiers pas sur la route de la connaissance. 

Mathrengyl Pasdelours",,,,,,,,,,,,,,0xFF01FE,
116,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Salutations, jeune druide !

La fierté m'envahit quand je vois tous les efforts que vous avez consentis durant votre entraînement. Vous devriez vous réjouir d'être de ceux qui ne font plus qu'un avec la Griffe. D'autres leçons suivront. La prochaine sera disponible quand vous aurez atteint le niveau 14. Quand vous serez $gprêt:prête;, venez me trouver sur la Cime des Anciens des Pitons du Tonnerre.

Turak Totem-runique",,,,,,,,,,,,,,0xFF01FE,
117,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Ho ho et encore bonjour, $N !$B$B J’ai été très occupé cette saison, comme tous les braves gens de Fumebois, mais je voulais vous envoyer quelque chose de spécial. Vous serez content de savoir que nous avons dégelé Sacks dans les montagnes d’Alterac. Il vous envoie ses meilleurs vœux. $B$BEn libérant Sacks, nous avons réussi à développer un objet qui, je pense, vous amusera. Il vous faudra une boule de neige pour l’alimenter, mais je pense que vous allez apprécier !$B$BGrand-père Hiver",,,,,,,,,,,,,,0xFF01FE,
118,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Ho ho, bien le bonjour, $N !J'espère que vous passez une excellente fête du Voile d'hiver. La sympathie que vous m'avez inspirée en m'aidant à combler mon petit creux était telle, que je n'ai pu résister à l'envie d'ajouter un petit extra à la récompense. Il s'agit d'un échantillon de délicieuses Gourmandises Fumebois. Si vous ne vous en êtes pas déjà procuré, assurez-vous de le faire avant que la saison ne s'achève !$B$BJoyeuses fêtes...$BGrand-père Hiver",,,,,,,,,,,,,,0xFF01FE,
119,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Bien le bonjour – je vous envoie ce petit mot pour vous dire que tout va bien au bastion de Pennelune. J’ai réussi à fabriquer plusieurs nouveaux objets en cuir, en grande partie grâce à l’aide que vous m’avez apportée !$B$BIl me restait un peu de cuir, alors je me suis dit que j’allais vous envoyer un petit cadeau pour vous remercier de votre contribution. Si vous repassez par Pennelune, n’hésitez pas à venir nous voir !$B$BVotre ami,$BPratt",,,,,,,,,,,,,,0xFF01FE,
120,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Bien le bonjour – je vous envoie ce petit mot pour vous dire que tout va bien au Camp Mojache. J’ai réussi à fabriquer plusieurs nouveaux objets en cuir, en grande partie grâce à l’aide que vous m’avez apportée !$B$BIl me restait un peu de cuir, alors je me suis dit que j’allais vous envoyer un petit cadeau pour vous remercier de votre contribution. Si vous repassez par le camp, n’hésitez pas à venir me voir !$B$BQue la paix soit sur vous et sur vos ancêtres,$BJangdor",,,,,,,,,,,,,,0xFF01FE,
121,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Cette babiole ne vous apportera aucune réponse, mais elle vous amusera peut-être.",,,,,,,,,,,,,,0xFF01FE,
122,,,"",,,,,,,,,,,,,,0xFF01FC,,,"$N -$B$BJe voulais vous remercier une nouvelle fois d’avoir secouru Metzen de ses kidnappeurs. Croyez-moi, vous vous êtes fait un ami pour la vie aux Gourmandises Fumebois.$B$BÀ ce propos… Notre maître cuisinier, le grand Graccu, est en train de préparer une nouvelle recette. Je pense que vous apprécierez un petit échantillon de son petit plat ! Joyeux Voile d’hiver !$B$BQue votre caisse enregistreuse soit toujours pleine.$BKarfour Tintinnabourse",,,,,,,,,,,,,,0xFF01FE,
123,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Champion,$B$BLe Vol bleu pense que votre destin vous mènera plus loin que ce que je suis en mesure de prédire.$B$BEt en dépit de ce que pensent certains, notre monde a besoin de héros. À l’heure la plus sombre, quand vous affronterez la Plaie de Kalimdor, souvenez-vous des voyages épiques, des épreuves et des tribulations que vous avez endurées pour un vieux gnome, et que ces souvenirs vous réconfortent.$B$BVotre serviteur,$B$BNarain Divinambolesque$B$BP.S. Désolé pour le coût des réparations.",,,,,,,,,,,,,,0xFF01FE,
124,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Merci de m’avoir rendu visite, $N. Il est bon de savoir que nous ne sommes pas oubliés.",,,,,,,,,,,,,,0xFF01FE,
125,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Merci de m’avoir rendu visite, $N. Il est bon de savoir que nous ne sommes pas oubliés.",,,,,,,,,,,,,,0xFF01FE,
126,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Merci de m’avoir rendu visite, $N. Il est bon de savoir que nous ne sommes pas oubliés.",,,,,,,,,,,,,,0xFF01FE,
127,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Merci de m’avoir rendu visite, $N. Il est bon de savoir que nous ne sommes pas oubliés.",,,,,,,,,,,,,,0xFF01FE,
128,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Merci de m’avoir rendu visite, $N. Il est bon de savoir que nous ne sommes pas oubliés.",,,,,,,,,,,,,,0xFF01FE,
129,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Merci de m’avoir rendu visite, $N. Il est bon de savoir que nous ne sommes pas oubliés.",,,,,,,,,,,,,,0xFF01FE,
130,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Merci de m’avoir rendu visite, $N. Il est bon de savoir que nous ne sommes pas oubliés.",,,,,,,,,,,,,,0xFF01FE,
131,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Votre visite d’aujourd’hui m’a fait plaisir. Voici un cadeau pour votre Fête lunaire.",,,,,,,,,,,,,,0xFF01FE,
132,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Cette babiole ne vous apportera aucune réponse, mais elle vous amusera peut-être.",,,,,,,,,,,,,,0xFF01FE,
133,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Votre visite d’aujourd’hui m’a fait plaisir. Voici un cadeau pour votre Fête lunaire.",,,,,,,,,,,,,,0xFF01FE,
134,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Votre visite d’aujourd’hui m’a fait plaisir. Voici un cadeau pour votre Fête lunaire.",,,,,,,,,,,,,,0xFF01FE,
135,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Votre visite d’aujourd’hui m’a fait plaisir. Voici un cadeau pour votre Fête lunaire.",,,,,,,,,,,,,,0xFF01FE,
136,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Votre visite d’aujourd’hui m’a fait plaisir. Voici un cadeau pour votre Fête lunaire.",,,,,,,,,,,,,,0xFF01FE,
137,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Cette babiole ne vous apportera aucune réponse, mais elle vous amusera peut-être.",,,,,,,,,,,,,,0xFF01FE,
138,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Cette babiole ne vous apportera aucune réponse, mais elle vous amusera peut-être.",,,,,,,,,,,,,,0xFF01FE,
139,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Cette babiole ne vous apportera aucune réponse, mais elle vous amusera peut-être.",,,,,,,,,,,,,,0xFF01FE,
140,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Cette babiole ne vous apportera aucune réponse, mais elle vous amusera peut-être.",,,,,,,,,,,,,,0xFF01FE,
141,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Cette babiole ne vous apportera aucune réponse, mais elle vous amusera peut-être.",,,,,,,,,,,,,,0xFF01FE,
142,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Cette babiole ne vous apportera aucune réponse, mais elle vous amusera peut-être.",,,,,,,,,,,,,,0xFF01FE,
143,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Votre visite d’aujourd’hui m’a fait plaisir. Voici un cadeau pour votre Fête lunaire.",,,,,,,,,,,,,,0xFF01FE,
144,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Votre visite d’aujourd’hui m’a fait plaisir. Voici un cadeau pour votre Fête lunaire.",,,,,,,,,,,,,,0xFF01FE,
145,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Votre visite d’aujourd’hui m’a fait plaisir. Voici un cadeau pour votre Fête lunaire.",,,,,,,,,,,,,,0xFF01FE,
146,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Votre visite d’aujourd’hui m’a fait plaisir. Voici un cadeau pour votre Fête lunaire.",,,,,,,,,,,,,,0xFF01FE,
147,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Votre visite d’aujourd’hui m’a fait plaisir. Voici un cadeau pour votre Fête lunaire.",,,,,,,,,,,,,,0xFF01FE,
148,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Votre visite d’aujourd’hui m’a fait plaisir. Voici un cadeau pour votre Fête lunaire.",,,,,,,,,,,,,,0xFF01FE,
149,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Votre visite d’aujourd’hui m’a fait plaisir. Voici un cadeau pour votre Fête lunaire.",,,,,,,,,,,,,,0xFF01FE,
150,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Votre visite d’aujourd’hui m’a fait plaisir. Voici un cadeau pour votre Fête lunaire.",,,,,,,,,,,,,,0xFF01FE,
151,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Votre visite d’aujourd’hui m’a fait plaisir. Voici un cadeau pour votre Fête lunaire.",,,,,,,,,,,,,,0xFF01FE,
152,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Votre visite d’aujourd’hui m’a fait plaisir. Voici un cadeau pour votre Fête lunaire.",,,,,,,,,,,,,,0xFF01FE,
153,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Cette babiole ne vous apportera aucune réponse, mais elle vous amusera peut-être.",,,,,,,,,,,,,,0xFF01FE,
154,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Cette babiole ne vous apportera aucune réponse, mais elle vous amusera peut-être.",,,,,,,,,,,,,,0xFF01FE,
155,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Cette babiole ne vous apportera aucune réponse, mais elle vous amusera peut-être.",,,,,,,,,,,,,,0xFF01FE,
156,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Cette babiole ne vous apportera aucune réponse, mais elle vous amusera peut-être.",,,,,,,,,,,,,,0xFF01FE,
157,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Cette babiole ne vous apportera aucune réponse, mais elle vous amusera peut-être.",,,,,,,,,,,,,,0xFF01FE,
158,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Votre visite d’aujourd’hui m’a fait plaisir. Voici un cadeau pour votre Fête lunaire.",,,,,,,,,,,,,,0xFF01FE,
159,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Votre visite d’aujourd’hui m’a fait plaisir. Voici un cadeau pour votre Fête lunaire.",,,,,,,,,,,,,,0xFF01FE,
160,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Cette babiole ne vous apportera aucune réponse, mais elle vous amusera peut-être.",,,,,,,,,,,,,,0xFF01FE,
161,,,"",,,,,,,,,,,,,,0xFF01FC,,,"$N -$B$BJe voulais vous remercier une nouvelle fois d’avoir secouru Metzen de ses kidnappeurs. Croyez-moi, vous vous êtes fait un ami pour la vie aux Gourmandises Fumebois.$B$BÀ ce propos… Notre maître cuisinier, le grand Graccu, est en train de préparer une nouvelle recette. Je pense que vous apprécierez un petit échantillon de son petit plat ! Joyeux Voile d’hiver !$B$BQue votre caisse enregistreuse soit toujours pleine.$BKarfour Tintinnabourse",,,,,,,,,,,,,,0xFF01FE,
162,,,"Nouveau courrier",,,,,,,,,,,,,,0xFF01FE,,,"Besoin de corriger ""tab ordergin""",,,,,,,,,,,,,,0xFF01FE,
165,,,"iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii",,,,,,,,,,,,,,0xFF01FE,,,"Yoh !",,,,,,,,,,,,,,0xFF01FE,
166,,,"iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii",,,,,,,,,,,,,,0xFF01FE,,,"ab",,,,,,,,,,,,,,0xFF01FE,
167,,,"<INUTILISÉ>",,,,,,,,,,,,,,0xFF01FE,,,"Ce courrier vous a été envoyé car vous vous êtes $ginscrit:inscrite; pour le viagra ! Plus de texte.",,,,,,,,,,,,,,0xFF01FE,
168,,,"",,,,,,,,,,,,,,0xFF01FE,,,"Merci de m’avoir rendu visite, $N. Il est bon de savoir que nous ne sommes pas oubliés.",,,,,,,,,,,,,,0xFF01FE,
169,,,"Essai mail de masse",,,,,,,,,,,,,,0xFF01FE,,,"Essai du système de diffusion d'urgence.",,,,,,,,,,,,,,0xFF01FE,
170,,,"asdjaksld dsf as  -",,,,,,,,,,,,,,0xFF01FE,,,"Salut. De quoi parlons nous ? Ça ne plante pas ?",,,,,,,,,,,,,,0xFF01FE,
171,,,"L'Aube d'argent a besoin de vous !",,,,,,,,,,,,,,0xFF01FE,,,"$N$B$BS’il vous plaît, ouvrez la lettre jointe et lisez-la dès que possible. L’Aube d’argent a besoin de votre aide !",,,,,,,,,,,,,,0xFF01FE,
172,,,"Rapport de recherche",,,,,,,,,,,,,,0xFF01FE,,,"$n,$B$BJ’ai reçu ce rapport concernant le document que vous avez pris au Fléau. Bien que ce ne soit pas urgent, vous y trouverez peut-être de l’intérêt.$B$BEncore merci pour vos services.$BLe gardien des registres$BL’Aube d’argent",,,,,,,,,,,,,,0xFF01FE,
173,,,"Rapport de recherche",,,,,,,,,,,,,,0xFF01FE,,,"$n,$B$BJ’ai reçu ce rapport concernant le document que vous avez pris au Fléau. Bien que ce ne soit pas urgent, vous y trouverez peut-être de l’intérêt.$B$BEncore merci pour vos services.$BLe gardien des registres$BL’Aube d’argent",,,,,,,,,,,,,,0xFF01FE,
174,,,"Rapport de recherche",,,,,,,,,,,,,,0xFF01FE,,,"$n,$B$BJ’ai reçu ce rapport concernant le document que vous avez pris au Fléau. Bien que ce ne soit pas urgent, vous y trouverez peut-être de l’intérêt.$B$BEncore merci pour vos services.$BLe gardien des registres$BL’Aube d’argent",,,,,,,,,,,,,,0xFF01FE,
175,,,"Rapport de recherche",,,,,,,,,,,,,,0xFF01FE,,,"$n,$B$BJ’ai reçu ce rapport concernant le document que vous avez pris au Fléau. Bien que ce ne soit pas urgent, vous y trouverez peut-être de l’intérêt.$B$BEncore merci pour vos services.$BLe gardien des registres$BL’Aube d’argent",,,,,,,,,,,,,,0xFF01FE,
176,,,"Rapport de recherche",,,,,,,,,,,,,,0xFF01FE,,,"$n,$B$BJ’ai reçu ce rapport concernant le document que vous avez pris au Fléau. Bien que ce ne soit pas urgent, vous y trouverez peut-être de l’intérêt.$B$BEncore merci pour vos services.$BLe gardien des registres$BL’Aube d’argent",,,,,,,,,,,,,,0xFF01FE,
177,,,"Rapport de recherche",,,,,,,,,,,,,,0xFF01FE,,,"$n,$B$BJ’ai reçu ce rapport concernant le document que vous avez pris au Fléau. Bien que ce ne soit pas urgent, vous y trouverez peut-être de l’intérêt.$B$BEncore merci pour vos services.$BLe gardien des registres$BL’Aube d’argent",,,,,,,,,,,,,,0xFF01FE,
178,,,"Un cadeau pour vous",,,,,,,,,,,,,,0xFF01FE,,,"Merci de jouer à World of Warcraft !",,,,,,,,,,,,,,0xFF01FE,
179,,,"Félicitations, $gcher gagnant:chère gagnante;",,,,,,,,,,,,,,0xFF01FE,,,"Voilà votre récompense, $gsacré veinard:sacrée veinarde; ! Ne flambez pas tout à l'hôtel des ventes...",,,,,,,,,,,,,,0xFF01FE,
180,,,"Lettre urgente ci-incluse !",,,,,,,,,,,,,,0xFF01FE,,,"À ouvrir immédiatement.",,,,,,,,,,,,,,0xFF01FE,
181,,,"Enchantement trouvé",,,,,,,,,,,,,,0xFF01FE,,,"Au cours de nos examens réguliers du néant, nous sommes tombés sur les composants ci-joints. Bonne journée et... tâchez d'être plus $gprudent:prudente; à l'avenir lorsque vous aurez affaire aux arcanes.",,,,,,,,,,,,,,0xFF01FE,
182,,,"Félicitations !",,,,,,,,,,,,,,0xFF01FE,,,"Vous avez gagné un drake du néant. En armure. Vous en avez, de la chance !",,,,,,,,,,,,,,0xFF01FE,
183,,,"Une lettre provenant de Shattrath",,,,,,,,,,,,,,0xFF01FE,,,"Vous avez reçu une lettre de Khadgar.",,,,,,,,,,,,,,0xFF01FE,
