long,str,str,float,float,float,float,
95,"Missile: Meteor (Scale: x3)","spells\Meteor_Ball_Missile.mdx",1.0,3.0,0.00999999977648,100.0,
96,"zzOLD__Lightning_PreCast_Base","Particles\Lightning_PreCast_Base.mdl",1.0,1.0,0.00999999977648,100.0,
97,"Cripple State Chest","Spells\Cripple_State_Chest.mdx",1.0,1.0,0.00999999977648,100.0,
98,"Alexander's Test Missile","Spells\Missile_Wave_Ice.m2",1.0,1.0,0.00999999977648,100.0,
99,"Food HealEffect Base","Spells\Food_HealEffect_Base.mdx",1.0,1.0,0.00999999977648,100.0,
100,"Teleport","Spells\Teleport.mdx",1.0,1.0,0.00999999977648,100.0,
101,"HeadSplitter Impact Chest","Spells\HeadSplitter_Impact_Chest.mdx",1.0,1.0,0.00999999977648,100.0,
102,"Bloodlust Cast Hand","Spells\BloodLust_Cast_Hand.mdx",1.0,1.0,0.00999999977648,100.0,
103,"SummonPet PreCast Impact Base","Spells\SummonPet_Impact_Base.mdx",1.0,1.0,0.00999999977648,100.0,
104,"zzOLD__DismemberBlood_Impact_Chest","Particles\DismemberBlood_Impact_Chest.mdl",1.0,1.0,0.00999999977648,100.0,
105,"Footstep Spray Dirt Run","Particles\FootstepSprayDirt.mdl",1.0,1.0,0.00999999977648,100.0,
106,"Footstep Spray Dirt Walk","Particles\FootstepSprayDirtWalk.mdl",1.0,1.0,0.00999999977648,100.0,
107,"HARDCODED Breath Cold","Particles\ColdBreath.mdl",1.0,1.0,0.00999999977648,100.0,
108,"HARDCODED Breath Underwater","Particles\Bubbles.mdl",1.0,1.0,0.00999999977648,100.0,
109,"Combat Blood Spurt Front Small Red","Particles\BloodSpurts\BloodSpurt.mdl",1.0,1.0,0.00999999977648,100.0,
110,"Holy ImpactDD Uber Chest","Spells\Holy_ImpactDD_Uber_Chest.mdx",1.0,1.0,0.00999999977648,100.0,
117,"Ice Precast Low Hand","Spells\Ice_Precast_Low_Hand.mdx",1.0,1.0,0.00999999977648,100.0,
118,"zzOLD__Hit Splat Physical Big","Particles\BloodSpurts\HitSprite.mdx",1.0,1.0,0.00999999977648,100.0,
119,"Holy Precast Uber Hand","Spells\Holy_Precast_Uber_Hand.mdx",1.0,1.0,0.00999999977648,100.0,
120,"zzOLD__Hit Splat Holy Small","Particles\BloodSpurts\HitSprite.mdx",1.0,1.0,0.00999999977648,100.0,
121,"Ice Precast Med Hand","Spells\Ice_Precast_Med_Hand.mdx",1.0,1.0,0.00999999977648,100.0,
122,"Ice Precast High Base","Spells\Ice_Precast_High_Base.mdx",1.0,1.0,0.00999999977648,100.0,
123,"Holy Precast High Base","Spells\Holy_Precast_High_Base.mdx",1.0,1.0,0.00999999977648,100.0,
124,"Holy ImpactDD Med Chest","Spells\Holy_ImpactDD_Med_Chest.mdx",1.0,1.0,0.00999999977648,100.0,
125,"Holy ImpactDD High Chest","Spells\Holy_ImpactDD_High_Chest.mdx",1.0,1.0,0.00999999977648,100.0,
126,"Ice Precast High Hand","Spells\Ice_Precast_High_Hand.mdx",1.0,1.0,0.00999999977648,100.0,
127,"Ice Precast Uber Hand","Spells\Ice_Precast_Uber_Hand.mdx",1.0,1.0,0.00999999977648,100.0,
128,"Ice Precast Uber Base","Spells\Ice_Precast_Uber_Base.mdx",1.0,1.0,0.00999999977648,100.0,
129,"Holy ImpactDD Low Chest","Spells\Holy_ImpactDD_Low_Chest.mdx",1.0,1.0,0.00999999977648,100.0,
130,"Holy Precast Med Hand","Spells\Holy_Precast_Med_Hand.mdx",1.0,1.0,0.00999999977648,100.0,
131,"Holy Precast High Hand","Spells\Holy_Precast_High_Hand.mdx",1.0,1.0,0.00999999977648,100.0,
134,"zzOLD__Heal Precast Base","Particles\Heal_Precast_Base.mdl",1.0,1.0,0.00999999977648,100.0,
135,"Holy Precast Low Hand","Spells\Holy_Precast_Low_Hand.mdx",1.0,1.0,0.00999999977648,100.0,
136,"zzOLD__Heal Cast Base","Particles\Heal_cast_Base.mdl",1.0,1.0,0.00999999977648,100.0,
140,"zzOLD__Heal_Impact_Base","Particles\Heal_Impact_Base.mdl",1.0,1.0,0.00999999977648,100.0,
141,"zzOLD__Heal Precast Chest","Particles\Heal_Precast_Chest.mdl",1.0,1.0,0.00999999977648,100.0,
142,"zzOLD__HolySmite Impact","Particles\HolySmite_Impact_Chest.mdl",1.0,1.0,0.00999999977648,100.0,
143,"zzOLD__HolySmite Precast Base","Particles\HolySmite_Precast_Base.mdl",1.0,1.0,0.00999999977648,100.0,
144,"zzOLD__Restoration_Precast_Chest","Particles\Restoration_PreCast_Chest.mdl",1.0,1.0,0.00999999977648,100.0,
145,"zzOLD__Restoration_Precast_Base","Particles\Restoration_Precast_Base.mdl",1.0,1.0,0.00999999977648,100.0,
146,"Nature Precast Hand","Spells\Nature_PreCast_Low_Hand.mdx",1.0,1.0,0.00999999977648,100.0,
147,"Restoration Impact Base","Spells\Restoration_Impact_Base.mdx",0.0,1.0,0.00999999977648,100.0,
148,"Holy ImpactDD Uber Base","Spells\Holy_ImpactDD_Uber_Base.mdx",1.0,1.0,0.00999999977648,100.0,
149,"Shadow ImpactDD Low Chest","Spells\Shadow_ImpactDD_Low_Chest.mdx",1.0,1.0,0.00999999977648,100.0,
150,"Shadow ImpactDD Med Base","Spells\Shadow_ImpactDD_Med_Base.mdx",1.0,1.0,0.00999999977648,100.0,
151,"Missile: DeathCoil Missile","Spells\DeathCoil_Missile.mdx",1.0,1.0,0.00999999977648,100.0,
152,"zzOLD__Bloodlust_PreCast_Hand","Particles\Bloodlust_PreCast_Hand.mdl",1.0,1.0,0.00999999977648,100.0,
153,"PiercingStrike_Cast_Hand","Particles\PiercingStrike_Cast_Hand.mdl",1.0,1.0,0.00999999977648,100.0,
154,"zzOLD__BurningBlast_Impact","Particles\BurningBlast_Impact_Chest.mdl",1.0,1.0,0.00999999977648,100.0,
155,"zzOLD__HealSelf_Impact_Base","Particles\HealSelf_Impact_Base.mdl",1.0,1.0,0.00999999977648,100.0,
156,"zzOLD__HealSelf_PreCast_Hand","Particles\HealSelf_PreCast_Hand.mdl",1.0,1.0,0.00999999977648,100.0,
157,"LightningBolt Missile","Spells\LightningBolt_Missile.mdx",1.0,1.0,0.00999999977648,100.0,
158,"Slow Impact Base","Spells\Slow_Impact_Base.mdx",1.0,1.0,0.00999999977648,100.0,
159,"zzOLD__LogInEffect_Precast_Base","Particles\LoginFX.mdl",0.0,1.0,0.00999999977648,100.0,
160,"zzOLD__Corruption Impact Head","Particles\CorrodeArmor_Impact_Head.mdl",1.0,1.0,0.00999999977648,100.0,
161,"zzOLD__Power Word Shadow Impact","Particles\PWShadow_Impact.mdl",1.0,1.0,0.00999999977648,100.0,
162,"Invisibility Impact","Spells\Invisibility_Impact_Base.mdl",1.0,1.0,0.00999999977648,100.0,
163,"Invisibility PreCast Hands","Particles\Invisibility_PreCast_Hand.mdl",1.0,1.0,0.00999999977648,100.0,
164,"Combat Blood Spurt Front Large Red","Particles\BloodSpurts\BloodSpurtLarge.mdl",1.0,1.0,0.00999999977648,100.0,
167,"zzOLD__MoltenBlast_Impact","Particles\MoltenBlast_Impact.mdl",1.0,1.0,0.00999999977648,100.0,
168,"Brilliance Aura Base","Spells\BrillianceAura.mdl",1.0,1.0,0.00999999977648,100.0,
169,"SummonPet Cast Impact Base","Spells\SummonPet_Cast_Impact_Base.mdx",1.0,1.0,0.00999999977648,100.0,
170,"Summon Precast Hand","Spells\Summon_PreCast_Hand.mdx",1.0,1.0,0.00999999977648,100.0,
171,"Mining Pick","Spells\MiningPick_SpellObject.mdx",1.0,1.0,0.00999999977648,100.0,
172,"zzOLD__FrostNova_AE","Particles\FrostNova_AE_Impact.mdl",50.0,1.0,0.00999999977648,100.0,
173,"LightningShield Impact Base","Spells\LightningShield_Impact_Base.mdx",1.0,1.0,0.00999999977648,100.0,
174,"zzOLD__Fizzle Physical","Particles\Physical_Fizzle_Hand.mdl",1.0,1.0,0.00999999977648,100.0,
175,"zzOLD__Fizzle Holy","Particles\Holy_Fizzle_Hand.mdl",1.0,1.0,0.00999999977648,100.0,
176,"zzOLD__Fizzle Fire","Particles\Fire_Fizzle_Hand.mdl",1.0,1.0,0.00999999977648,100.0,
177,"zzOLD__Fizzle Nature","Particles\Nature_Fizzle_Hand.mdl",1.0,1.0,0.00999999977648,100.0,
178,"zzOLD__Fizzle Frost","Particles\Frost_Fizzle_Hand.mdl",1.0,1.0,0.00999999977648,100.0,
179,"zzOLD__Fizzle Shadow","Particles\Shadow_Fizzle_Hand.mdl",1.0,1.0,0.00999999977648,100.0,
180,"zzOLD__DivineSmite_Precast_Base","Particles\DivineSmite_Precast_Base.mdl",1.0,1.0,0.00999999977648,100.0,
181,"zzOLD__DivineSmite_Impact_Chest","Particles\DivineSmite_Impact_Chest.mdl",1.0,1.0,0.00999999977648,100.0,
182,"zzOLD__DivineSmite Impact Base","Particles\DivineSmite_Impact_Base.mdl",1.0,1.0,0.00999999977648,100.0,
183,"Combat Blood Spurt Front Small Green","Particles\BloodSpurts\BloodSpurtGreen.mdl",1.0,1.0,0.00999999977648,100.0,
184,"Combat Blood Spurt Front Large Green","Particles\BloodSpurts\BloodSpurtGreenLarge.mdl",1.0,1.0,0.00999999977648,100.0,
187,"FireShield Impact Head","Spells\FireShield_Impact_Head.mdx",1.0,1.0,0.00999999977648,100.0,
188,"FireBolt Missile Low","Spells\FireBolt_Missile_Low.mdx",1.0,1.0,0.00999999977648,100.0,
189,"Clayon Test Impact","Spells\Druid_Berserk.mdx",1.0,1.0,0.00999999977648,100.0,
190,"BlessingofStrength Base","Spells\BlessingofStrength_Base.mdx",1.0,1.0,0.00999999977648,100.0,
191,"BlessingofAgility Base","Spells\BlessingofAgility_Base.mdx",1.0,1.0,0.00999999977648,100.0,
192,"Invisible Cube","spells\invisible.mdx",1.0,1.0,0.00999999977648,100.0,
193,"BlessingofStamina Base","Spells\BlessingofStamina_Base.mdx",1.0,1.0,0.00999999977648,100.0,
194,"zzOLD__Blessing Stamina Impact Base 3","Spells\BlessingofStamina_Base.mdx",1.0,1.0,0.00999999977648,100.0,
195,"BlessingofProtection Base","Spells\BlessingofProtection_Base.mdx",1.0,1.0,0.00999999977648,100.0,
196,"Arcane Torrent Cast","Spells\ArcaneTorrent.mdx",1.0,1.0,0.00999999977648,100.0,
197,"zzOLD__Holy Light Impact Base","Particles\HolyLight_Impact_Base.mdl",1.0,1.0,0.00999999977648,100.0,
198,"zzOLD__InnerFire Impact Base","Particles\InnerFire_Impact_Base.mdl",1.0,1.0,0.00999999977648,100.0,
200,"HARDCODED Footstep Water Run Spray","Particles\FootstepSprayWater.mdl",1.0,1.0,0.00999999977648,100.0,
201,"HARDCODED Footstep Water Walk Spray","Particles\FootstepSprayWaterWalk.mdl",1.0,1.0,0.00999999977648,100.0,
202,"zzOLD__Character Morph Effect","Particles\MorphFX.mdl",1.0,1.0,0.00999999977648,100.0,
205,"zzOLD__Frost_Precast_High_Hand","Particles\Frost_Precast_High_Hand.mdl",1.0,1.0,0.00999999977648,100.0,
206,"zzOLD__Frost_Precast_Med_Hand","Particles\Frost_Precast_Med_Hand.mdl",1.0,1.0,0.00999999977648,100.0,
207,"zzOLD__Frost_Precast_Uber_Hand","Particles\Frost_Precast_Uber_Hand.mdl",1.0,1.0,0.00999999977648,100.0,
208,"zzOLD__Frost_Precast_High_Base","Particles\Frost_Precast_High_Base.mdl",1.0,1.0,0.00999999977648,100.0,
210,"zzOLD__Frost_Precast_Uber_Base","Particles\Frost_Precast_Uber_Base.mdl",1.0,1.0,0.00999999977648,100.0,
211,"Holy Precast Uber Base","Spells\Holy_Precast_Uber_Base.mdx",1.0,1.0,0.00999999977648,100.0,
212,"Fire ImpactDD High Chest","Spells\Fire_ImpactDD_High_Chest.mdx",0.0,1.0,0.00999999977648,100.0,
213,"Fire ImpactDD High Base","Spells\Fire_ImpactDD_High_Base.mdx",1.0,1.0,0.00999999977648,100.0,
214,"Ice ImpactDD Med Chest","Spells\Ice_ImpactDD_Med_Chest.mdx",1.0,1.0,0.00999999977648,100.0,
215,"Swipe Caster","Spells\SwipeCaster.mdx",1.0,1.0,0.00999999977648,100.0,
216,"Ice ImpactDD Uber Chest","Spells\Ice_ImpactDD_Uber_Chest.mdx",1.0,1.0,0.00999999977648,100.0,
217,"Fire ImpactDD Low Chest","Spells\Fire_ImpactDD_Low_Chest.mdx",1.0,1.0,0.00999999977648,100.0,
218,"Fire ImpactDD Med Chest","Spells\Fire_ImpactDD_Med_Chest.mdx",1.0,1.0,0.00999999977648,100.0,
219,"Fire ImpactDD Uber Base","Spells\Fire_ImpactDD_Uber_Base.mdx",1.0,1.0,0.00999999977648,100.0,
220,"Fire ImpactDD Uber Chest","Spells\Fire_ImpactDD_Uber_Chest.mdx",1.0,1.0,0.00999999977648,100.0,
221,"Ice Precast High Head","Spells\Ice_Precast_High_Head.mdx",1.0,1.0,0.00999999977648,100.0,
222,"Holy ImpactDD High Base","Spells\Holy_ImpactDD_High_Base.mdx",1.0,1.0,0.00999999977648,100.0,
223,"DeathCoil Impact Chest","spells\DeathCoil_Impact_Chest.mdx",1.0,1.0,0.00999999977648,100.0,
224,"Holy Missile Low","Spells\Holy_Missile_Low.mdx",1.0,1.0,0.00999999977648,100.0,
225,"Holy Missile Med","Spells\Holy_Missile_Med.mdx",1.0,1.0,0.00999999977648,100.0,
226,"Holy Missile High","Spells\Holy_Missile_High.mdx",1.0,1.0,0.00999999977648,100.0,
227,"Holy Missile Uber","Spells\Holy_Missile_Uber.mdx",1.0,1.0,0.00999999977648,100.0,
228,"BloodyExplosion","Spells\BloodyExplosion.mdx",1.0,1.0,0.00999999977648,100.0,
229,"Flamestrike ImpactDD Med Base","Spells\FlameStrike_ImpactDD_Med_Base.mdx",1.0,1.0,0.00999999977648,100.0,
230,"Poison ImpactDot Med Chest","Spells\Poison_ImpactDot_Med_Chest.mdx",1.0,1.0,0.00999999977648,100.0,
231,"Ice Missile Low","Spells\Ice_Missile_Low.mdx",1.0,1.0,0.00999999977648,100.0,
232,"Ice Missile Med","Spells\Ice_Missile_Med.mdx",1.0,1.0,0.00999999977648,100.0,
233,"Ice Missile High","Spells\Frostbolt.mdx",1.0,1.0,0.00999999977648,100.0,
234,"Ice Missile Uber","Spells\Ice_Missile_Uber.mdx",1.0,1.0,0.00999999977648,100.0,
235,"zzOLD__Ice ImpactDOT Low Base","Spells\Ice_ImpactDOT_Low.mdx",1.0,1.0,0.00999999977648,100.0,
236,"Poison StateDot Med Base","Spells\Poison_ImpactDot_Med_Base.mdx",1.0,1.0,0.00999999977648,100.0,
237,"FireStrike Missile Low","Spells\FireStrike_Missile_Low.mdx",0.0,1.0,0.00999999977648,100.0,
238,"FrostArmor Low Head","Spells\FrostArmor_Low_Head.mdx",1.0,1.0,0.00999999977648,100.0,
239,"Shadow ImpactBuff Base","Spells\Shadow_ImpactBuff_Base.mdx",1.0,1.0,0.00999999977648,100.0,
240,"Dispel Low Base","Spells\Dispel_Low_Base.mdx",1.0,1.0,0.00999999977648,100.0,
241,"DemonArmor Impact Head","Spells\DemonArmor_Impact_Head.mdx",1.0,1.0,0.00999999977648,100.0,
242,"Item - Potion Healing","Spells\PotionA_SpellObject.mdx",1.0,1.0,0.00999999977648,100.0,
243,"PotionB SpellObject","Spells\PotionB_SpellObject.mdx",1.0,1.0,0.00999999977648,100.0,
244,"HolyLight Low Head","Spells\HolyLight_Low_Head.mdx",1.0,1.0,0.00999999977648,100.0,
245,"LayonHands Low Chest","Spells\LayonHands_Low_Chest.mdx",1.0,1.0,0.00999999977648,100.0,
246,"LayonHands Low Head","Spells\LayonHands_Low_Head.mdx",1.0,1.0,0.00999999977648,100.0,
247,"HolyWordHeal Base","Spells\HolyWordHeal_Base.mdx",1.0,1.0,0.00999999977648,100.0,
248,"Greater Heal Low Base","Spells\GreaterHeal_Low_Base.mdx",1.0,1.0,0.00999999977648,100.0,
249,"Heal Low Base","Spells\Heal_Low_Base.mdx",1.0,1.0,0.00999999977648,100.0,
251,"Corruption State Base","Spells\Corruption_ImpactDot_Med_Base.mdx",1.0,1.0,0.00999999977648,100.0,
252,"Fire DOT State Chest","Spells\Fire_DOT_State_Chest.mdx",1.0,1.0,0.00999999977648,100.0,
253,"Nullify base","Spells\Nullify_base.mdx",1.0,1.0,0.00999999977648,100.0,
254,"ChainsofIce Low Base","Spells\ChainsofIce_Low_Base.mdx",1.0,1.0,0.00999999977648,100.0,
255,"Sleep State Head","Spells\Sleep_State_Head.mdx",1.0,1.0,0.00999999977648,100.0,
256,"Dynamite Lit","Spells\DynamiteA_SpellObject.mdx",1.0,1.0,0.00999999977648,100.0,
257,"Bomb Explosion","Spells\Bomb_ExplosionA.mdx",1.0,1.0,0.00999999977648,100.0,
258,"Dynamite Missile","Spells\DynamiteA_Missile.mdx",1.0,1.0,0.00999999977648,100.0,
259,"Frostbolt Missile","spells\frostbolt.mdx",1.0,1.0,0.00999999977648,100.0,
260,"SealofMight Low Base","Spells\SealofMight_Low_Base.mdx",1.0,1.0,0.00999999977648,100.0,
261,"BurningSpirit Impact Base","Spells\BurningSpirit_Impact_Base.mdx",1.0,1.0,0.00999999977648,100.0,
262,"DivineShield Low Chest","Spells\DivineShield_Low_Chest.mdx",1.0,1.0,0.00999999977648,100.0,
263,"DivineShield Low Base","Spells\DivineShield_Low_Base.mdx",1.0,1.0,0.00999999977648,100.0,
264,"BurningIntellect Impact Base","Spells\BurningIntellect_Impact_Base.mdx",1.0,1.0,0.00999999977648,100.0,
265,"ArcaneIntellect Impact Base","Spells\ArcaneIntellect_Impact_Base.mdx",1.0,1.0,0.00999999977648,100.0,
266,"Taunt Head","Spells\Taunt_Head.mdx",1.0,1.0,0.00999999977648,100.0,
267,"Conjure Item","Spells\ConjureItem.mdx",0.0,1.0,0.00999999977648,100.0,
