long,long,str,long,float,long,long,float,float,float,None,long,long,long,float,float,float,float,float,float,float,float,float,float,float,float,float,float,
19,0,"Creature\HUMLMerchant\HUMLMerchant.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,19,0.509700000286,2.03099989891,0.0,-0.293406993151,-0.581777989864,-0.00681099994108,0.515012979507,0.55491399765,2.01040005684,1.0,1.0,0.0,0.0,0.0,
20,0,"Creature\HUMLUpperCitizen\HUMLUpperCitizen.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,20,0.509700000286,2.03099989891,0.0,-0.293581008911,-0.581821978092,-0.00681099994108,0.515112996101,0.554888010025,2.05026006699,1.0,1.0,0.0,0.0,0.0,
21,0,"Creature\HUMNGuardBig\HUMNGuardBig.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,21,0.509700000286,2.03099989891,0.0,-0.524196028709,-0.470910012722,-0.00255100009963,0.42838999629,0.517416000366,2.22749996185,1.0,1.0,0.0,0.0,0.0,
22,0,"Creature\HUMSCitizenMid\HUMSCitizenMid.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,22,0.611100018024,2.03099989891,1.16668999195,-0.717700004578,-0.869458973408,-0.000788000004832,0.368034988642,0.74946397543,2.02525997162,1.0,1.0,0.0,0.0,0.0,
23,0,"Creature\HUMSMerchant\HUMSMerchant.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,23,0.509700000286,2.03099989891,0.0,-0.24360999465,-0.537322998047,-0.00152399996296,0.503072977066,0.54058098793,2.02428007126,1.0,1.0,0.0,0.0,0.0,
24,2,"Creature\Infernal\Infernal.mdx",1,1.0,1,5,18.0,12.0,1.0,,0,10,24,0.611100018024,2.03099989891,0.0,-1.43901002407,-2.75123000145,0.0308890007436,1.05978000164,2.7271399498,4.12911987305,1.0,1.0,0.0,0.0,0.0,
25,0,"Creature\KeeperOfTheGrove\KeeperOfTheGrove.mdx",1,1.0,1,6,18.0,12.0,1.0,,0,0,25,0.611100018024,2.03099989891,1.99583995342,-1.85265994072,-1.0011600256,-0.021420000121,1.47019994259,1.58020997047,4.13548994064,1.0,1.0,0.0,0.0,0.0,
26,0,"Creature\Kobold\Kobold.mdx",0,1.0,1,1,18.0,12.0,1.0,,0,0,26,0.694400012493,1.38900005817,0.0,-0.981126010418,-0.552604973316,-0.00810899958014,0.943606972694,0.480619013309,1.2351000309,1.0,1.0,0.0,0.0,0.0,
27,0,"Creature\Kodobeast\KodoBeast.mdx",3,1.10000002384,1,1,18.0,12.0,1.0,,1,10,27,0.611100018024,2.03099989891,3.54287004471,-7.28207015991,-2.41275000572,-0.0208390001208,3.34308004379,2.27780008316,5.36694002151,1.0,1.0,0.0,0.0,0.0,
28,2,"Creature\LavaSpider\LavaSpider.mdx",1,1.0,1,-1,18.0,12.0,1.0,,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
29,0,"Creature\LostOne\LostOne.mdx",1,1.0,1,4,18.0,12.0,1.0,,0,0,29,0.611100018024,2.03099989891,1.04312002659,-0.567583024502,-0.519007027149,-0.00475599989295,0.30893599987,0.529303014278,1.94675004482,1.0,1.0,0.0,0.0,0.0,
30,2,"Creature\MineSpider\MineSpiderBoss.mdx",1,1.0,2,-1,18.0,12.0,1.0,,0,0,30,0.611100018024,2.03099989891,0.0,-2.20256996155,-2.19877004623,-0.0185289997607,3.88228011131,2.1960299015,2.03959989548,1.0,1.0,0.0,0.0,0.0,
31,0,"Creature\Murloc\Murloc.mdx",1,1.0,1,4,18.0,12.0,1.0,,0,0,31,0.611100018024,2.03099989891,0.387196004391,-0.604077994823,-0.496665000916,-0.00195199996233,0.433185994625,0.493416011333,1.28522002697,1.0,1.0,0.0,0.0,0.0,
32,0,"Creature\Ogre\Ogre.mdx",3,1.0,1,4,18.0,12.0,1.0,,0,10,32,0.611100018024,2.03099989891,1.34669005871,-0.571246981621,-0.994158029556,-0.0127229997888,0.513096988201,0.989934027195,2.876060009,1.0,1.0,0.0,0.0,0.0,
33,0,"Creature\Ogre\OgreMage.mdx",3,1.0,1,1,18.0,12.0,1.0,,0,10,33,0.611100018024,2.03099989891,0.0,-0.571246981621,-0.994158983231,-0.0127210002393,0.513096988201,0.989933013916,2.88109993935,1.0,1.0,0.0,0.0,0.0,
34,0,"Creature\Raptor\Raptor.mdx",1,1.0,1,5,18.0,12.0,1.0,,0,0,34,0.611100018024,2.03099989891,2.52061009407,-4.32721996307,-1.16399002075,-0.0623829998076,1.98766994476,2.09505009651,3.21133995056,1.0,1.0,0.0,0.0,0.0,
35,2,"Creature\SeaGiant\SeaGiant.mdx",4,1.0,1,4,18.0,12.0,1.0,,1,11,35,0.694400012493,2.08299994469,0.0,-2.41280007362,-4.20370006561,-0.0365259982646,1.68833994865,4.42333984375,7.88415002823,0.800000011921,0.75,0.0,0.0,0.0,
36,1,"Creature\SILITHID\Silithid.mdx",1,1.0,2,1,1.0,1.0,1.0,,0,0,36,0.694400012493,2.08299994469,0.0,-2.6845600605,-1.70834004879,-0.0143750002608,1.4294500351,1.70770001411,2.37490010262,1.0,1.0,0.0,0.0,0.0,
37,2,"Creature\Succubus\Succubus.mdx",1,1.0,1,3,18.0,12.0,1.0,,0,0,37,0.611100018024,2.03099989891,0.0,-1.63838005066,-0.520596981049,-0.00468999985605,0.259530991316,1.23425996304,2.05440998077,1.0,1.0,0.0,0.0,0.0,
38,2,"Creature\Tallstrider\TallStrider.mdx",1,1.0,1,5,18.0,12.0,1.0,,0,0,38,0.611100018024,2.03099989891,2.4126200676,-1.67162001133,-0.776143014431,-0.0316639989614,1.22160995007,0.885708987713,3.32278990746,1.0,1.0,0.0,0.0,0.0,
39,2,"Creature\TitanFemale\TitanFemale.mdx",4,1.0,1,1,18.0,12.0,1.0,,10,11,39,0.611100018024,2.03099989891,4.54894018173,-1.13171994686,-1.85275995731,-0.0200169999152,1.21447002888,1.1410599947,7.33650016785,1.0,1.0,0.0,0.0,0.0,
40,2,"Creature\TitanMale\TitanMale.mdx",3,1.0,1,1,18.0,12.0,1.0,,1,12,40,0.611100018024,2.03099989891,4.30996990204,-1.82333004475,-3.11576008797,-0.00475100008771,1.73178994656,2.64791989326,7.39813995361,1.0,1.0,0.0,0.0,0.0,
41,0,"Creature\Troglodyte\Troglodyte.mdx",1,1.0,1,4,18.0,12.0,1.0,,0,0,41,0.694400012493,2.08299994469,0.0,-0.253639996052,-0.832327008247,-0.000403999991249,1.03450000286,0.856486022472,1.88274002075,1.0,1.0,0.0,0.0,0.0,
42,0,"Creature\Troll\Troll.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,42,0.611100018024,2.03099989891,1.41885995865,-1.11047005653,-0.707755029202,-1.29999998535e-005,0.477133989334,0.758648991585,2.26272010803,1.0,1.0,0.0,0.0,0.0,
43,16,"Creature\Wolf\Wolf.mdx",1,1.0,1,7,9.0,6.0,1.0,,0,0,43,0.611100018024,2.03099989891,0.0,-2.25615000725,-0.636057972908,-7.7999997302e-005,1.58476996422,0.666565001011,1.70278000832,1.0,1.0,0.0,0.0,0.0,
44,0,"Creature\GennGreymaneWorgen\GennGreymaneWorgen.mdx",1,1.0,1,7,18.0,12.0,1.0,,0,0,44,0.611100018024,2.03099989891,1.29404997826,-0.655966997147,-1.17622995377,0.000852000026498,0.702094972134,1.08036005497,2.29017996788,1.0,1.0,0.0,0.0,0.0,
45,2,"Creature\Ghoul2\Ghoul2.mdx",1,1.0,2,1,18.0,12.0,1.0,,0,0,45,0.611100018024,2.03099989891,1.21797001362,-0.58694601059,-1.35979998112,-0.0281969998032,1.17956995964,1.51393997669,1.94070005417,1.0,1.0,0.0,0.0,0.0,
47,0,"Creature\DragonSpawn\DragonSpawn.mdx",1,1.0,1,5,18.0,12.0,1.0,,0,0,47,0.611100018024,2.03099989891,1.54772996902,-3.22091007233,-2.39248991013,-0.0353679992259,1.97218000889,1.77918994427,2.58015990257,1.0,1.0,0.0,0.0,0.0,
49,2052,"CHARACTER\HUMAN\MALE\HUMANMALENPC.M2",1,1.0,1,1,12.0,10.0,1.0,,0,0,49,0.611100018024,2.03099989891,1.03618001938,-0.576728999615,-0.544345021248,-0.000693999987561,0.368137001991,0.535902023315,2.12919998169,1.0,1.0,0.0,0.0,0.0,
50,2052,"CHARACTER\HUMAN\FEMALE\HUMANFEMALENPC.M2",1,1.0,1,1,12.0,10.0,1.0,,0,0,50,0.416700005531,1.9129999876,1.00264000893,-0.487307012081,-0.359981000423,-0.00222299993038,0.275954991579,0.370420992374,1.92492997646,1.0,1.0,0.0,0.0,0.0,
51,2052,"CHARACTER\ORC\MALE\ORCMALENPC.M2",1,1.0,1,1,14.0,14.0,1.0,,0,0,51,0.611100018024,2.03099989891,1.11705005169,-0.725005984306,-0.874448001385,-0.0069539998658,0.744108974934,0.853354990482,2.36011004448,1.0,1.0,0.0,0.0,0.0,
52,2052,"CHARACTER\ORC\FEMALE\ORCFEMALENPC.M2",1,1.0,1,1,12.0,11.0,1.0,,0,0,52,0.472200006247,2.05100011826,1.1119300127,-0.735899984837,-0.524626016617,-0.00706000020728,0.303434997797,0.525658011436,2.14830994606,1.0,1.0,0.0,0.0,0.0,
53,2052,"CHARACTER\DWARF\MALE\DWARFMALENPC.M2",1,1.0,1,1,12.0,10.0,1.0,,0,0,53,0.611100018024,1.60699999332,0.724923014641,-0.599128007889,-0.640794992447,-0.0208710003644,0.400750011206,0.607325017452,1.5969799757,1.0,1.0,0.0,0.0,0.0,
54,2052,"CHARACTER\DWARF\FEMALE\DWARFFEMALENPC.M2",1,1.0,1,1,12.0,10.0,1.0,,0,0,54,0.444400012493,1.52799999714,0.680555999279,-0.490619987249,-0.466365993023,-0.00117599999066,0.258298009634,0.471601009369,1.51391005516,1.0,1.0,0.0,0.0,0.0,
55,2052,"CHARACTER\NIGHTELF\MALE\NIGHTELFMALENPC.M2",1,1.0,1,1,12.0,10.0,1.0,,0,0,55,0.777800023556,2.43799996376,1.30095005035,-0.700577974319,-0.61655497551,-0.00444199983031,0.303063988686,0.637018978596,2.59489011765,1.0,1.0,0.0,0.0,0.0,
56,2052,"CHARACTER\NIGHTELF\FEMALE\NIGHTELFFEMALENPC.M2",1,1.0,1,1,12.0,10.0,1.0,,0,0,56,0.555599987507,2.25,1.33474004269,-0.651853978634,-0.388226985931,0.00130300002638,0.342884004116,0.590198993683,2.27000999451,1.0,1.0,0.0,0.0,0.0,
57,2052,"CHARACTER\SCOURGE\MALE\SCOURGEMALENPC.M2",1,1.0,2,1,12.0,10.0,1.0,,0,0,57,0.694400012493,1.86099994183,1.07824003696,-0.825213015079,-0.58253800869,-0.0111600002274,0.384066998959,0.463535010815,2.10123991966,1.0,1.0,0.0,0.0,0.0,
58,2052,"CHARACTER\SCOURGE\FEMALE\SCOURGEFEMALENPC.M2",1,1.0,2,1,12.0,10.0,1.0,,0,0,58,0.416700005531,1.84399998188,0.985520005226,-0.507692992687,-0.441341996193,-0.0106929996982,0.412560999393,0.431282013655,2.05485010147,1.0,1.0,0.0,0.0,0.0,
59,2052,"CHARACTER\TAUREN\MALE\TAURENMALENPC.M2",1,1.0,1,3,22.0,16.0,2.0,,0,0,59,0.590300023556,1.65299999714,0.98721498251,-1.0707000494,-0.868183970451,-0.0109329996631,0.987775981426,0.858507990837,2.24871993065,1.0,1.0,0.0,0.0,0.0,
60,2052,"CHARACTER\TAUREN\FEMALE\TAURENFEMALENPC.M2",1,1.25,1,3,20.0,14.0,2.0,,0,0,60,0.666700005531,2.11100006104,1.02330994606,-0.818678975105,-0.663842022419,-0.00380300008692,0.540947973728,0.663842022419,2.2335100174,1.0,1.0,0.0,0.0,0.0,
61,10,"Creature\CarrionBird\CarrionBird.mdx",0,1.0,1,1,18.0,12.0,1.0,,0,0,61,0.611100018024,2.03099989891,0.0,-2.16990995407,-2.07557010651,0.537171006203,1.6768900156,2.24972009659,6.22892999649,0.600000023842,1.0,0.0,0.0,0.0,
62,8,"Creature\Hydra\Hydra.mdx",3,1.0,1,1,18.0,12.0,1.0,,0,10,62,0.611100018024,2.03099989891,0.0,-6.07216978073,-3.1293900013,-0.191697001457,2.54189991951,4.29361009598,4.73742008209,1.0,1.0,0.0,0.0,0.0,
63,2,"Creature\Tarantula\Tarantula.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,63,0.694400012493,2.08299994469,0.0,-2.17774009705,-2.88228988647,-0.0976459980011,2.78470993042,2.88678002357,2.39304995537,1.0,1.0,0.0,0.0,0.0,
64,2,"SoundTest.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
65,0,"Creature\Horse2\Horse2.mdx",1,1.0,1,6,18.0,12.0,1.0,,0,0,65,0.611100018024,2.03099989891,1.86571002007,-1.24386000633,-0.436628997326,-0.0219720005989,2.00463008881,0.433531999588,2.63090991974,1.0,1.0,0.0,0.0,0.0,
66,0,"Creature\Boar\Boar.mdx",0,1.0,1,3,9.0,6.0,1.0,,0,0,66,0.611100018024,2.03099989891,0.0,-1.14914000034,-0.448390990496,-0.0291920006275,1.78021001816,0.452118992805,2.09348988533,1.0,1.0,0.0,0.0,0.0,
67,16,"Creature\ANCIENTPROTECTOR\AncientProtector.mdx",3,1.0,2,3,18.0,12.0,1.0,,1,11,67,0.611100018024,2.03099989891,0.0,-1.83828997612,-2.81256008148,-0.0332759991288,2.66774988174,2.97710990906,6.28103017807,0.800000011921,0.5,0.0,0.0,0.0,
68,0,"Creature\DoomGuard\DoomGuard.mdx",1,1.0,1,3,18.0,12.0,1.0,,0,0,68,0.611100018024,2.03099989891,0.0,-2.1279900074,-1.87376999855,-0.00804399978369,0.778069019318,2.03584003448,4.09095001221,1.0,1.0,0.0,0.0,0.0,
69,3,"Creature\BoundEarthElemental\UnboundEarthElemental.mdx",1,1.0,1,3,18.0,12.0,1.0,,0,0,69,0.611100018024,2.03099989891,0.0,-1.86363995075,-2.29721999168,-0.131377995014,1.82520997524,2.17851996422,3.32703995705,0.070000000298,0.899999976158,0.0,0.0,0.0,
70,2,"Creature\Skeleton\Skeleton.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,70,0.694400012493,2.08299994469,1.39139997959,-0.606957018375,-0.747452020645,-0.0168099999428,0.53009301424,0.665247023106,1.98740005493,1.0,1.0,0.0,0.0,0.0,
71,2,"Creature\GolemHarvest\GolemHarvest.mdx",1,1.0,3,1,18.0,12.0,1.0,,0,0,71,0.611100018024,2.03099989891,0.0,-1.07359004021,-1.48198997974,-0.00585399987176,0.728421986103,1.46035003662,3.38175988197,1.0,1.0,0.0,0.0,0.0,
72,2,"Creature\GolemHarvestStage2\GolemHarvestStage2.mdx",1,1.0,3,1,18.0,12.0,1.0,,0,0,72,0.694400012493,2.08299994469,0.0,-1.0266699791,-1.41559994221,0.000997000024654,0.595842003822,1.42513000965,3.0070400238,1.0,1.0,0.0,0.0,0.0,
73,1,"Creature\DireWolf\DireWolf.mdx",1,1.0,1,7,6.0,4.0,1.0,,0,0,73,0.611100018024,2.03099989891,1.3991099596,-2.30695009232,-0.575971007347,-0.0239819996059,1.58847999573,0.546913027763,1.87898004055,1.0,1.0,0.0,0.0,0.0,
74,0,"Creature\HumanMalePeasant\HumanMalePeasant.mdx",1,1.0,1,4,12.0,10.0,1.0,,0,0,74,0.509700000286,2.03099989891,0.0,-0.372783005238,-0.540395021439,-0.00133100000676,0.441049009562,0.560797989368,1.82894003391,1.0,1.0,0.0,0.0,0.0,
75,1,"Creature\WindSerpent\WindSerpent.mdx",2,1.0,1,5,18.0,12.0,1.0,,0,0,75,0.611100018024,2.03099989891,0.0,-5.09820985794,-2.80293011665,0.0126579999924,2.72465991974,2.56606006622,5.16728019714,1.0,1.0,0.0,0.0,0.0,
76,9,"Creature\Grouper\Grouper.mdx",1,1.0,1,-1,18.0,12.0,1.0,,0,0,76,0.611100018024,2.03099989891,0.0,-1.52123999596,-0.791051983833,0.0120919998735,1.03165996075,1.0637999773,1.45407998562,1.0,1.0,0.0,0.0,0.0,
77,0,"Creature\Dryad\Dryad.mdx",1,1.0,1,6,18.0,12.0,1.0,,0,0,77,0.611100018024,2.03099989891,0.0,-0.984858989716,-0.58105802536,-0.0111809996888,1.06256997585,0.493279010057,2.39053010941,1.0,1.0,0.0,0.0,0.0,
78,0,"Creature\Satyr\Satyr.mdx",1,1.0,1,3,18.0,12.0,1.0,,0,0,78,0.694400012493,2.08299994469,0.0,-1.87083005905,-0.921302974224,-0.00688900006935,0.317229002714,0.917744994164,2.77043008804,1.0,1.0,0.0,0.0,0.0,
79,0,"Creature\HumanMaleKid\HumanMaleKid.mdx",1,1.0,1,4,18.0,12.0,1.0,,0,0,79,0.611100018024,2.03099989891,0.0,-0.169947996736,-0.254709005356,0.00714399991557,0.212210997939,0.256330013275,1.3013099432,1.0,1.0,0.0,0.0,0.0,
80,0,"Creature\HumanFemaleKid\HumanFemaleKid.mdx",1,1.0,1,4,18.0,12.0,1.0,,0,0,80,0.611100018024,2.03099989891,0.0,-0.162358999252,-0.208796992898,-0.00119400001131,0.0896240025759,0.201047003269,1.16389000416,1.0,1.0,0.0,0.0,0.0,
81,3,"Creature\Slime\Slime.mdx",1,1.0,2,-1,18.0,12.0,1.0,,0,0,81,0.694400012493,2.08299994469,0.0,-2.43994998932,-1.42804002762,-0.0300229992718,1.08895003796,1.41014003754,1.84124994278,1.0,1.0,0.0,0.0,0.0,
82,16,"Creature\Tiger\Tiger.mdx",1,1.0,1,7,18.0,12.0,1.0,,0,0,82,0.611100018024,2.03099989891,1.24136996269,-2.42836999893,-0.658701002598,-0.00620299996808,1.02886998653,0.533702015877,1.26810002327,1.0,1.0,0.0,0.0,0.0,
83,0,"Creature\bear\Bear.mdx",1,1.0,1,7,18.0,12.0,1.0,,0,0,83,0.611100018024,2.03099989891,1.76146996021,-1.65758001804,-0.925305008888,-0.058708999306,1.68136000633,0.867245972157,1.84332001209,1.0,1.0,0.0,0.0,0.0,
84,2,"Creature\GolemStone\GolemStone.mdx",1,1.0,3,-1,18.0,12.0,1.0,,0,10,84,0.611100018024,2.03099989891,0.0,-1.01133000851,-2.02566003799,-0.0678760036826,2.02845001221,1.72008001804,3.34816002846,1.0,1.0,0.0,0.0,0.0,
85,1,"Creature\Wyvern\Wyvern.mdx",1,1.0,1,-1,18.0,12.0,1.0,,0,0,85,0.611100018024,2.03099989891,1.19388997555,-3.20152997971,-5.22185993195,0.423987001181,3.13663005829,5.23434019089,6.74156999588,1.0,1.0,0.0,0.0,0.0,
86,0,"Creature\HumanMalePeasant\HumanMalePeasantAxe.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,86,0.509700000286,2.03099989891,0.0,-0.372850000858,-0.540395975113,-0.00123399996664,0.441024005413,0.560815989971,1.82892000675,1.0,1.0,0.0,0.0,0.0,
87,0,"Creature\HumanMalePeasant\HumanMalePeasantGold.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,87,0.509700000286,2.03099989891,0.0,-0.991775989532,-0.527033984661,0.000584999972489,0.440351009369,0.523597002029,1.76041996479,1.0,1.0,0.0,0.0,0.0,
88,0,"Creature\HumanMalePeasant\HumanMalePeasantPick.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,88,0.509700000286,2.03099989891,0.0,-0.432397991419,-0.540395021439,-0.00133100000676,0.826876997948,0.575021982193,1.82894003391,1.0,1.0,0.0,0.0,0.0,
89,0,"Creature\HumanMalePeasant\HumanMalePeasantWood.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,89,0.509700000286,2.03099989891,0.0,-0.525653004646,-0.640255987644,0.000654999981634,0.57877600193,0.545234978199,2.12270998955,1.0,1.0,0.0,0.0,0.0,
90,9,"Creature\Hippogryph\Hippogryph.mdx",2,1.0,1,-1,18.0,12.0,1.0,,0,0,90,0.611100018024,2.03099989891,1.65658998489,-2.87718009949,-3.7436299324,0.0396450012922,2.17758011818,3.76338005066,5.15644979477,1.0,1.0,0.0,0.0,0.0,
91,1,"Creature\SilithidTank\SilithidTank.mdx",1,1.0,1,1,1.0,1.0,1.0,,0,0,91,0.611100018024,2.03099989891,0.0,-2.47491002083,-1.45228004456,-0.0661410018802,1.37661004066,1.78594005108,3.20764994621,1.0,1.0,0.0,0.0,0.0,
92,3,"Creature\Silithidwasp\SilithidWasp.mdx",1,1.20000004768,1,-1,18.0,12.0,1.0,,0,0,92,0.611100018024,2.03099989891,2.76491999626,-1.9443000555,-2.60001993179,0.181613996625,2.33879995346,2.54286003113,5.96797990799,1.0,1.0,0.0,0.0,0.0,
93,0,"Creature\HumanFemaleBlacksmith\HumanFemaleBlacksmith.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,93,0.472200006247,1.94400000572,0.0,-0.269897013903,-0.316466003656,-0.0047140000388,0.246694996953,0.328929007053,1.89700996876,1.0,1.0,0.0,0.0,0.0,
94,0,"Creature\HumanFemaleFarmer\HumanFemaleFarmer.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,94,0.611100018024,2.03099989891,0.0,-0.529581010342,-0.421662002802,-0.00425599981099,0.243008002639,0.43513199687,1.88364005089,1.0,1.0,0.0,0.0,0.0,
95,0,"Creature\HumanFemaleMerchantFat\HumanFemaleMerchantFat.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,95,0.611100018024,2.03099989891,0.0,-0.316276997328,-0.369578003883,-0.00855899974704,0.260953992605,0.463854014874,2.02259993553,1.0,1.0,0.0,0.0,0.0,
96,0,"Creature\HumanFemaleMerchantThin\HumanFemaleMerchantThin.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,96,0.555599987507,1.94400000572,0.0,-0.333600014448,-0.369576990604,-0.00855800043792,0.249117001891,0.403831005096,1.87300002575,1.0,1.0,0.0,0.0,0.0,
97,0,"Creature\HumanFemalePeasant\HumanFemalePeasant.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,97,0.416700005531,1.9129999876,0.0,-0.300864011049,-0.330076992512,-0.00170799996704,0.333065986633,0.421097010374,1.88943994045,1.0,1.0,0.0,0.0,0.0,
98,0,"Creature\HumanFemaleWarriorHeavy\HumanFemaleWarriorHeavy.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,98,0.416700005531,1.9129999876,0.0,-0.281994998455,-0.342848002911,-0.00267100008205,0.246974006295,0.343207001686,1.9133399725,1.0,1.0,0.0,0.0,0.0,
99,0,"Creature\HumanFemaleWarriorLight\HumanFemaleWarriorLight.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,99,0.416700005531,1.9129999876,0.0,-0.322468996048,-0.319103986025,-0.00145900005009,0.288641005754,0.329237014055,1.89522004128,1.0,1.0,0.0,0.0,0.0,
