long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,
264,,,"Sentine du bateau pirate",,,,,,,,,,,,,,0xFF01FE,
283,,,"Monolithe d'Equinex",,,,,,,,,,,,,,0xFF01FE,
303,,,"Village Fânécorce",,,,,,,,,,,,,,0xFF01FE,
304,,,"Autel de Shadra'Alor",,,,,,,,,,,,,,0xFF01FE,
323,,,"Mare du Guet de Tristesable",,,,,,,,,,,,,,0xFF01FE,
343,,,"Pierres de Serrehaine",,,,,,,,,,,,,,0xFF01FE,
363,,,"Repaire d'Echeyakee",,,,,,,,,,,,,,0xFF01FE,
383,,,"L'Arbre mort",,,,,,,,,,,,,,0xFF01FE,
403,,,"Hélistation de fortune",,,,,,,,,,,,,,0xFF01FE,
423,,,"Cercle d'Aquementas",,,,,,,,,,,,,,0xFF01FE,
424,,,"Sanctuaire du dieu déchu",,,,,,,,,,,,,,0xFF01FE,
443,,,"la première Cuvette de marée",,,,,,,,,,,,,,0xFF01FE,
444,,,"la seconde Cuvette de marée",,,,,,,,,,,,,,0xFF01FE,
445,,,"la troisième Cuvette de marée",,,,,,,,,,,,,,0xFF01FE,
446,,,"la quatrième Cuvette de marée",,,,,,,,,,,,,,0xFF01FE,
463,,,"Couvoir de la ruche de Gorishi",,,,,,,,,,,,,,0xFF01FE,
483,,,"Miblon Grondequenotte",,,,,,,,,,,,,,0xFF01FE,
503,,,"Cimetière de Gadgetzan",,,,,,,,,,,,,,0xFF01FE,
523,,,"Les ruines du bois d'Arbrefer",,,,,,,,,,,,,,0xFF01FE,
543,,,"Forge noire",,,,,,,,,,,,,,0xFF01FE,
563,,,"Cratère de Golakka",,,,,,,,,,,,,,0xFF01FE,
583,,,"Tombeau des Sept",,,,,,,,,,,,,,0xFF01FE,
603,,,"Plateau d'Un'Goro",,,,,,,,,,,,,,0xFF01FE,
604,,,"Carcasse préservée de Battrodon",,,,,,,,,,,,,,0xFF01FE,
623,,,"Enclume noire",,,,,,,,,,,,,,0xFF01FE,
643,,,"Cristal de silithide Gorishi",,,,,,,,,,,,,,0xFF01FE,
644,,,"Puits de lune corrompu",,,,,,,,,,,,,,0xFF01FE,
663,,,"Laboratoire d'alchimie",,,,,,,,,,,,,,0xFF01FE,
683,,,"Sceau d'ascension brut",,,,,,,,,,,,,,0xFF01FE,
703,,,"Puits de lune d'Auberdine",,,,,,,,,,,,,,0xFF01FE,
704,,,"Bûcher nord des furbolgs Noirbois",,,,,,,,,,,,,,0xFF01FE,
705,,,"Chutes de la Bondissante",,,,,,,,,,,,,,0xFF01FE,
723,,,"Point chaud de la crête de la Fournaise",,,,,,,,,,,,,,0xFF01FE,
743,,,"Autel des offrandes d'Urok",,,,,,,,,,,,,,0xFF01FE,
763,,,"Faille temporelle du silo d'Andorhal",,,,,,,,,,,,,,0xFF01FE,
783,,,"Pierre de Shy-Rotam",,,,,,,,,,,,,,0xFF01FE,
803,,,"Feu de vie sacré",,,,,,,,,,,,,,0xFF01FE,
804,,,"Camp avancé de la Croisade écarlate",,,,,,,,,,,,,,0xFF01FE,
805,,,"Tour d'Andorhal",,,,,,,,,,,,,,0xFF01FE,
823,,,"Chambre des visions de la Scholomance",,,,,,,,,,,,,,0xFF01FE,
843,,,"le Puits de lune corrompu de Jaedenar",,,,,,,,,,,,,,0xFF01FE,
863,,,"Ami d'Umi",,,,,,,,,,,,,,0xFF01FE,
883,,,"Puits de lune",,,,,,,,,,,,,,0xFF01FE,
903,,,"Lac de lave de la crête de la Fournaise",,,,,,,,,,,,,,0xFF01FE,
923,,,"la caisse au centre du Camp de bûcherons de la Crête du nord",,,,,,,,,,,,,,0xFF01FE,
943,,,"Pierre des séléniens",,,,,,,,,,,,,,0xFF01FE,
944,,,"Place centrale de la ville de Comté-de-Darrow",,,,,,,,,,,,,,0xFF01FE,
963,,,"Rayon de lumière brillant",,,,,,,,,,,,,,0xFF01FE,
983,,,"Marque de détonation",,,,,,,,,,,,,,0xFF01FE,
1003,,,"Entrée de la caverne des Chutes de la Bondissante",,,,,,,,,,,,,,0xFF01FE,
1004,,,"Etang du Pic de Brume-funeste",,,,,,,,,,,,,,0xFF01FE,
1023,,,"Les Goliaths morts",,,,,,,,,,,,,,0xFF01FE,
1043,,,"Sanctuaire de Remulos",,,,,,,,,,,,,,0xFF01FE,
1063,,,"Monticule du totem Vile-sylve",,,,,,,,,,,,,,0xFF01FE,
1083,,,"Bassin redoutable",,,,,,,,,,,,,,0xFF01FE,
1103,,,"Portail de Maraudon",,,,,,,,,,,,,,0xFF01FE,
1123,,,"Globe d'observation de la Horde",,,,,,,,,,,,,,0xFF01FE,
1143,,,"Cratère oriental",,,,,,,,,,,,,,0xFF01FE,
1144,,,"Cratère occidental",,,,,,,,,,,,,,0xFF01FE,
1145,,,"Cimetière central",,,,,,,,,,,,,,0xFF01FE,
1163,,,"Globe d'observation de l'Alliance",,,,,,,,,,,,,,0xFF01FE,
1164,,,"Cour de la base principale de l'Alliance",,,,,,,,,,,,,,0xFF01FE,
1165,,,"Cour de la base principale de la Horde",,,,,,,,,,,,,,0xFF01FE,
1183,,,"Cimetière contesté",,,,,,,,,,,,,,0xFF01FE,
1184,,,"Cratère Est",,,,,,,,,,,,,,0xFF01FE,
1185,,,"Cratère Ouest",,,,,,,,,,,,,,0xFF01FE,
1203,,,"Bassin de cristal orange",,,,,,,,,,,,,,0xFF01FE,
1223,,,"Souffle de flammes d'Onyxia",,,,,,,,,,,,,,0xFF01FE,
1243,,,"Restes de Kroshius",,,,,,,,,,,,,,0xFF01FE,
1263,,,"Piédestal d'Immol'thar",,,,,,,,,,,,,,0xFF01FE,
1264,,,"Cercle d'invocation ténébreuse",,,,,,,,,,,,,,0xFF01FE,
1283,,,"Le Grand ossuaire",,,,,,,,,,,,,,0xFF01FE,
1284,,,"Esprit malin de Val-Terreur",,,,,,,,,,,,,,0xFF01FE,
1303,,,"Centre-ville de Nid-de-l'Aigle",,,,,,,,,,,,,,0xFF01FE,
1323,,,"Statue du tombeau d'Uther",,,,,,,,,,,,,,0xFF01FE,
1324,,,"Monument de Grom",,,,,,,,,,,,,,0xFF01FE,
1343,,,"Pointe de Pagle",,,,,,,,,,,,,,0xFF01FE,
1344,,,"Autel de Zanza",,,,,,,,,,,,,,0xFF01FE,
1345,,,"Austrivage",,,,,,,,,,,,,,0xFF01FE,
1346,,,"Ossements de Grakkarond",,,,,,,,,,,,,,0xFF01FE,
1347,,,"Boule puante des Réprouvés",,,,,,,,,,,,,,0xFF01FE,
1348,,,"Point de l'échange",,,,,,,,,,,,,,0xFF01FE,
1349,,,"Maelström tourbillonnant",,,,,,,,,,,,,,0xFF01FE,
1350,,,"Caverne du grand chef Tombe-hiver",,,,,,,,,,,,,,0xFF01FE,
1351,,,"Lanceur de feux d'artifice",,,,,,,,,,,,,,0xFF01FE,
1352,,,"Lanceur de chapelets",,,,,,,,,,,,,,0xFF01FE,
1353,,,"Lumière lunaire supérieure",,,,,,,,,,,,,,0xFF01FE,
1354,,,"Chambre de Voone",,,,,,,,,,,,,,0xFF01FE,
1355,,,"Chambre d'Alzzin",,,,,,,,,,,,,,0xFF01FE,
1356,,,"Le Trône cramoisi",,,,,,,,,,,,,,0xFF01FE,
1357,,,"Chambre de Ras Murmegivre",,,,,,,,,,,,,,0xFF01FE,
1358,,,"Salle de la Bête",,,,,,,,,,,,,,0xFF01FE,
1359,,,"Lieu hanté",,,,,,,,,,,,,,0xFF01FE,
1360,,,"Arène des profondeurs de Rochenoire",,,,,,,,,,,,,,0xFF01FE,
1361,,,"[PH] Cadavre de Cristal",,,,,,,,,,,,,,0xFF01FE,
1362,,,"Enclume de souffleglace",,,,,,,,,,,,,,0xFF01FE,
1363,,,"Pierre runique des Chants éternels",,,,,,,,,,,,,,0xFF01FE,
1364,,,"Terre consacrée",,,,,,,,,,,,,,0xFF01FE,
1365,,,"Feu de joie du solstice",,,,,,,,,,,,,,0xFF01FE,
1366,,,"Mât du solstice d'été",,,,,,,,,,,,,,0xFF01FE,
1367,,,"Autel d'Aggonar",,,,,,,,,,,,,,0xFF01FE,
1368,,,"Ossements d'Aggonar",,,,,,,,,,,,,,0xFF01FE,
1369,,,"Banc de lutjans rouges",,,,,,,,,,,,,,0xFF01FE,
1370,,,"Cadavre de Krun Brise-échine",,,,,,,,,,,,,,0xFF01FE,
1371,,,"Puits de lune de Thalanaar",,,,,,,,,,,,,,0xFF01FE,
1372,,,"Panneau de contrôle du robotron",,,,,,,,,,,,,,0xFF01FE,
1373,,,"Autel de Naïas",,,,,,,,,,,,,,0xFF01FE,
1374,,,"Endroit discret",,,,,,,,,,,,,,0xFF01FE,
1375,,,"Rune d'invocation",,,,,,,,,,,,,,0xFF01FE,
1376,,,"Brasero gangrené",,,,,,,,,,,,,,0xFF01FE,
1377,,,"d'être dans la crique du traître pendant que le drapeau naga est dressé.",,,,,,,,,,,,,,0xFF01FE,
1378,,,"Cadavre de Sedai",,,,,,,,,,,,,,0xFF01FE,
1379,,,"Monument de Nazzivus",,,,,,,,,,,,,,0xFF01FE,
1380,,,"Cristal du site de l'impact",,,,,,,,,,,,,,0xFF01FE,
1381,,,"Cristal de Brume-sang altéré",,,,,,,,,,,,,,0xFF01FE,
1382,,,"Cristal axxarien",,,,,,,,,,,,,,0xFF01FE,
1383,,,"le bord sud de la Terrasse du maître",,,,,,,,,,,,,,0xFF01FE,
1384,,,"Téléscope de Medivh",,,,,,,,,,,,,,0xFF01FE,
1385,,,"Flamme éternelle de la chapelle d'Alonsus",,,,,,,,,,,,,,0xFF01FE,
1386,,,"Cascade de Brume-sang",,,,,,,,,,,,,,0xFF01FE,
1387,,,"Commandes de pompe à vapeur",,,,,,,,,,,,,,0xFF01FE,
1388,,,"Hutte Ventejonc",,,,,,,,,,,,,,0xFF01FE,
1389,,,"Marque terrestre",,,,,,,,,,,,,,0xFF01FE,
1390,,,"Source d'eau souterraine",,,,,,,,,,,,,,0xFF01FE,
1391,,,"Escalier des ruines de Boha'mu",,,,,,,,,,,,,,0xFF01FE,
1392,,,"Rocher Tourbedague",,,,,,,,,,,,,,0xFF01FE,
1393,,,"Bûcher de la lame ardente dans les ruines de la Lame ardente",,,,,,,,,,,,,,0xFF01FE,
1394,,,"Balcon d'Ysiel",,,,,,,,,,,,,,0xFF01FE,
1395,,,"Bûcher ardent des Cogneguerre",,,,,,,,,,,,,,0xFF01FE,
1396,,,"Totem du Voile Shalas",,,,,,,,,,,,,,0xFF01FE,
1397,,,"Squelette piétiné",,,,,,,,,,,,,,0xFF01FE,
1398,,,"Canon de l'Alliance",,,,,,,,,,,,,,0xFF01FE,
1399,,,"Lance-lames de la Horde",,,,,,,,,,,,,,0xFF01FE,
1400,,,"Antenne de la Légion",,,,,,,,,,,,,,0xFF01FE,
1401,,,"Pierre runique du Bosquet incendié",,,,,,,,,,,,,,0xFF01FE,
1402,,,"Bibliothèque",,,,,,,,,,,,,,0xFF01FE,
1403,,,"Ratelier d'armes",,,,,,,,,,,,,,0xFF01FE,
1404,,,"Penderie",,,,,,,,,,,,,,0xFF01FE,
1405,,,"Cantine",,,,,,,,,,,,,,0xFF01FE,
1406,,,"Tour de siège de l'Alliance en ruine",,,,,,,,,,,,,,0xFF01FE,
1407,,,"Panneau de contrôle du docteur Vomisa",,,,,,,,,,,,,,0xFF01FE,
1408,,,"Rune de Kirin'Var",,,,,,,,,,,,,,0xFF01FE,
1409,,,"Orbe de l'archimage Vargoth",,,,,,,,,,,,,,0xFF01FE,
1410,,,"Chutes de l'Elrendar",,,,,,,,,,,,,,0xFF01FE,
1411,,,"Squelette de dragon",,,,,,,,,,,,,,0xFF01FE,
1412,,,"Plate-forme de téléportation éthérienne",,,,,,,,,,,,,,0xFF01FE,
1413,,,"Brasero d'Arklon",,,,,,,,,,,,,,0xFF01FE,
1414,,,"Pierre de vide",,,,,,,,,,,,,,0xFF01FE,
1415,,,"Conduite de la manaforge B'naar",,,,,,,,,,,,,,0xFF01FE,
1416,,,"Bannière draeneï",,,,,,,,,,,,,,0xFF01FE,
1417,,,"Cercle de la lieuse de terre",,,,,,,,,,,,,,0xFF01FE,
1418,,,"Conducteur de puissance de Salhadaar",,,,,,,,,,,,,,0xFF01FE,
1419,,,"Téléporteur de Socrethar",,,,,,,,,,,,,,0xFF01FE,
1420,,,"Générateur de l'écodôme Sudron",,,,,,,,,,,,,,0xFF01FE,
1421,,,"de vous rapprocher de la manaforge Ultris",,,,,,,,,,,,,,0xFF01FE,
1422,,,"Tour Nord-sanglante",,,,,,,,,,,,,,0xFF01FE,
1423,,,"Autel des Ombres",,,,,,,,,,,,,,0xFF01FE,
1424,,,"Noeud de tubercule d'Ombrelune",,,,,,,,,,,,,,0xFF01FE,
1425,,,"Rokgah Poigne-sang",,,,,,,,,,,,,,0xFF01FE,
1426,,,"Métier à tisser le mana",,,,,,,,,,,,,,0xFF01FE,
1427,,,"Autel draeneï antique",,,,,,,,,,,,,,0xFF01FE,
1428,,,"Bâtiment ogre",,,,,,,,,,,,,,0xFF01FE,
1429,,,"Cercle arakkoa des Tranchantes",,,,,,,,,,,,,,0xFF01FE,
1430,,,"Cercle magique lashh'an",,,,,,,,,,,,,,0xFF01FE,
1431,,,"Cercle de puissance vekh'nir",,,,,,,,,,,,,,0xFF01FE,
1432,,,"de vous trouver au bout du pont.",,,,,,,,,,,,,,0xFF01FE,
1433,,,"La Plaie de Torgos",,,,,,,,,,,,,,0xFF01FE,
1434,,,"Cercle magique vekh'nir",,,,,,,,,,,,,,0xFF01FE,
1435,,,"de vous tenir à côté de Gul'dan à l'Autel de la damnation.",,,,,,,,,,,,,,0xFF01FE,
1436,,,"Téléporteur du bastion de la Légion",,,,,,,,,,,,,,0xFF01FE,
1437,,,"Cercle d'oracle Ruuan'ok",,,,,,,,,,,,,,0xFF01FE,
1438,,,"Système de communication de la Légion",,,,,,,,,,,,,,0xFF01FE,
1439,,,"Contremaître Razelcraz",,,,,,,,,,,,,,0xFF01FE,
1440,,,"Portail au lac des furoles",,,,,,,,,,,,,,0xFF01FE,
1441,,,"Les Tranchantes - Quête - Oiseau espion",,,,,,,,,,,,,,0xFF01FE,
1442,,,"Bougies de Malukaz",,,,,,,,,,,,,,0xFF01FE,
1443,,,"Forge de l'Orbite-sanglante",,,,,,,,,,,,,,0xFF01FE,
1444,,,"Terrier de marmotte",,,,,,,,,,,,,,0xFF01FE,
1445,,,"Téléporteur de la géhenne",,,,,,,,,,,,,,0xFF01FE,
1446,,,"Cadavre du commandant de corps Gorax",,,,,,,,,,,,,,0xFF01FE,
1447,,,"Tour de Zeth'Gor",,,,,,,,,,,,,,0xFF01FE,
1448,,,"Site d'invocation non gardé",,,,,,,,,,,,,,0xFF01FE,
1449,,,"Cage à wyverne verrouillée",,,,,,,,,,,,,,0xFF01FE,
1450,,,"Cadavre de Gorgrom",,,,,,,,,,,,,,0xFF01FE,
1451,,,"Gangrecanon de la Porte de la mort",,,,,,,,,,,,,,0xFF01FE,
1452,,,"Cercle d'invocation du monticule grouillant",,,,,,,,,,,,,,0xFF01FE,
1453,,,"l'autel de Goc, et Goc ne doit pas avoir été invoqué",,,,,,,,,,,,,,0xFF01FE,
1454,,,"La Serre du Corbeau",,,,,,,,,,,,,,0xFF01FE,
1455,,,"Sanctuaire arakkoa",,,,,,,,,,,,,,0xFF01FE,
1456,,,"Autel du Broyeur-d'âme",,,,,,,,,,,,,,0xFF01FE,
1457,,,"Portail dimensionnel du camp de forge",,,,,,,,,,,,,,0xFF01FE,
1458,,,"Débris d'épave",,,,,,,,,,,,,,0xFF01FE,
1459,,,"Moulin à vent de Sabot-noir",,,,,,,,,,,,,,0xFF01FE,
1460,,,"Tente totem-sinistre",,,,,,,,,,,,,,0xFF01FE,
1461,,,"Monument de la famille Hyal",,,,,,,,,,,,,,0xFF01FE,
1462,,,"Hutte trolle en feu",,,,,,,,,,,,,,0xFF01FE,
1463,,,"Entrée du repaire d'Onyxia",,,,,,,,,,,,,,0xFF01FE,
1464,,,"Dock du manoir des Flammeroles",,,,,,,,,,,,,,0xFF01FE,
1465,,,"Plate-forme du seigneur du Ver",,,,,,,,,,,,,,0xFF01FE,
1466,,,"Canon de la grève Fracassée",,,,,,,,,,,,,,0xFF01FE,
1467,,,"canon sur le mur nord de l'Alliance.",,,,,,,,,,,,,,0xFF01FE,
1468,,,"Le bûcher du Thane",,,,,,,,,,,,,,0xFF01FE,
1469,,,"Cascade gelée",,,,,,,,,,,,,,0xFF01FE,
1470,,,"proche des cages de chiens pestiférés à l'accostage de la Vengeance.",,,,,,,,,,,,,,0xFF01FE,
1471,,,"Debout au comptoir de la baraque",,,,,,,,,,,,,,0xFF01FE,
1472,,,"Chaudron de sang vrykul.",,,,,,,,,,,,,,0xFF01FE,
1473,,,"Echantillons de peste de Harris.",,,,,,,,,,,,,,0xFF01FE,
1474,,,"que vous soyez plus près des cages de chiens pestiférés.",,,,,,,,,,,,,,0xFF01FE,
1475,,,"Tablette brisée",,,,,,,,,,,,,,0xFF01FE,
1476,,,"Bateau coulé",,,,,,,,,,,,,,0xFF01FE,
1477,,,"Centre de Torvheim",,,,,,,,,,,,,,0xFF01FE,
1478,,,"Fête des Brasseurs - demande de chope",,,,,,,,,,,,,,0xFF01FE,
1479,,,"Rune de transport de Walt",,,,,,,,,,,,,,0xFF01FE,
1480,,,"Rune de transport nain de fer",,,,,,,,,,,,,,0xFF01FE,
1481,,,"Lignes telluriques de Quel'Danas",,,,,,,,,,,,,,0xFF01FE,
1482,,,"Tertre de Tranchépine",,,,,,,,,,,,,,0xFF01FE,
1483,,,"Cristal de protection",,,,,,,,,,,,,,0xFF01FE,
1484,,,"Téléporteur de la Légion",,,,,,,,,,,,,,0xFF01FE,
1485,,,"Enclume de Hauthaa",,,,,,,,,,,,,,0xFF01FE,
1486,,,"Tertre funéraire vrykul",,,,,,,,,,,,,,0xFF01FE,
1487,,,"Anomalie sismique de la Faille-Ouest",,,,,,,,,,,,,,0xFF01FE,
1488,,,"JSB - A réutiliser après la 2.4.0",,,,,,,,,,,,,,0xFF01FE,
1489,,,"Puisard nérub'ar",,,,,,,,,,,,,,0xFF01FE,
1490,,,"Totem de Grognecroc",,,,,,,,,,,,,,0xFF01FE,
1491,,,"Chaudron d'En'kilah",,,,,,,,,,,,,,0xFF01FE,
1492,,,"d'être plus près d'un vaisseau kvaldir.",,,,,,,,,,,,,,0xFF01FE,
1493,,,"de vous tenir au bout de la jetée chanteguerre.",,,,,,,,,,,,,,0xFF01FE,
1494,,,"Ensorceleur de Béryl emprisonné",,,,,,,,,,,,,,0xFF01FE,
1495,,,"Champ de force du bouclier de béryl",,,,,,,,,,,,,,0xFF01FE,
1496,,,"Chaudron de peste des tanières du Trépas",,,,,,,,,,,,,,0xFF01FE,
1497,,,"Puisard sud",,,,,,,,,,,,,,0xFF01FE,
1498,,,"de vous trouver à la croisée des Chemins, à l'est du bastion Chanteguerre.",,,,,,,,,,,,,,0xFF01FE,
1499,,,"de vous trouver à côté de la mage de sang Laurith dans les plaines de Spore-sang.",,,,,,,,,,,,,,0xFF01FE,
1500,,,"Portail du Soleil brisé",,,,,,,,,,,,,,0xFF01FE,
1501,,,"Portail du Soleil brisé",,,,,,,,,,,,,,0xFF01FE,
1502,,,"Machine volante écrasée",,,,,,,,,,,,,,0xFF01FE,
1503,,,"Event à vapeur des champs de Geysers",,,,,,,,,,,,,,0xFF01FE,
1504,,,"Faille dimensionnelle du Nexus",,,,,,,,,,,,,,0xFF01FE,
1505,,,"Céréales de Comté-lointaine",,,,,,,,,,,,,,0xFF01FE,
1506,,,"Aire de Saragosa",,,,,,,,,,,,,,0xFF01FE,
1507,,,"à proximité d'un puisard du Fléau.",,,,,,,,,,,,,,0xFF01FE,
1508,,,"Entrée nord-ouest du nexus",,,,,,,,,,,,,,0xFF01FE,
1509,,,"Brasero de Drakuru",,,,,,,,,,,,,,0xFF01FE,
1510,,,"Extrémité est des tunnels de Thor Modan",,,,,,,,,,,,,,0xFF01FE,
1511,,,"Hameçon de Tua'kea",,,,,,,,,,,,,,0xFF01FE,
1512,,,"Brasero de Toalu'u",,,,,,,,,,,,,,0xFF01FE,
1513,,,"Zone du parachute d'entraînement de Spumelevier",,,,,,,,,,,,,,0xFF01FE,
1514,,,"Téléportation de parachutiste de Spumelevier",,,,,,,,,,,,,,0xFF01FE,
1515,,,"Focalisateur de lignes telluriques sur la plage",,,,,,,,,,,,,,0xFF01FE,
1516,,,"Focalisateur de lignes telluriques dans la forêt de Lothalor",,,,,,,,,,,,,,0xFF01FE,
1517,,,"Focalisateur de lignes telluriques sous le lac",,,,,,,,,,,,,,0xFF01FE,
1518,,,"Gongs de Drakil'jin",,,,,,,,,,,,,,0xFF01FE,
1519,,,"Arbre de Vent-froid non récolté",,,,,,,,,,,,,,0xFF01FE,
1520,,,"Fosse sous le capteur tellurique",,,,,,,,,,,,,,0xFF01FE,
1521,,,"profondeurs sous les restes de Vordrassil",,,,,,,,,,,,,,0xFF01FE,
1522,,,"profondeurs sous les branches de Vordrassil",,,,,,,,,,,,,,0xFF01FE,
1523,,,"profondeurs sous les larmes de Vordrassil",,,,,,,,,,,,,,0xFF01FE,
1524,,,"Hansel Bauer",,,,,,,,,,,,,,0xFF01FE,
1525,,,"Autel de Grom'thar",,,,,,,,,,,,,,0xFF01FE,
1526,,,"Poste des griffons de Garde-hiver",,,,,,,,,,,,,,0xFF01FE,
1527,,,"Scierie de Nouvelle-Âtreval",,,,,,,,,,,,,,0xFF01FE,
1528,,,"Arbrisseau de Vordrassil",,,,,,,,,,,,,,0xFF01FE,
1529,,,"Camp de base",,,,,,,,,,,,,,0xFF01FE,
1530,,,"Chemin de sortie du Sanctuaire draconique obsidien",,,,,,,,,,,,,,0xFF01FE,
1531,,,"de vous tenir à côté de l'ingénieur de siège Quatreflash.",,,,,,,,,,,,,,0xFF01FE,
1532,,,"Rune nécromantique",,,,,,,,,,,,,,0xFF01FE,
1533,,,"de vous tenir à l'une des entrées de la mine de Garde-hiver.",,,,,,,,,,,,,,0xFF01FE,
1534,,,"Banc de saumons nordiques",,,,,,,,,,,,,,0xFF01FE,
1535,,,"de vous tenir au centre des ruines de la côte Oubliée.",,,,,,,,,,,,,,0xFF01FE,
1536,,,"de faire descendre vos passagers devant le sépulcre des Oubliés",,,,,,,,,,,,,,0xFF01FE,
1537,,,"Boule de cristal de Ruuna",,,,,,,,,,,,,,0xFF01FE,
1538,,,"Ecuyer Percy",,,,,,,,,,,,,,0xFF01FE,
1539,,,"que vous soyez plus près d'Alystros le Gardien verdoyant",,,,,,,,,,,,,,0xFF01FE,
1540,,,"Autel de Deuillegivre",,,,,,,,,,,,,,0xFF01FE,
1541,,,"d'être sur le sable du sanctuaire draconique bronze",,,,,,,,,,,,,,0xFF01FE,
1542,,,"Perchoir de faucons vrykul",,,,,,,,,,,,,,0xFF01FE,
1543,,,"Feu de momie flaellée",,,,,,,,,,,,,,0xFF01FE,
1544,,,"Statue rituelle drakkari",,,,,,,,,,,,,,0xFF01FE,
1545,,,"Chaudron de Finklestein",,,,,,,,,,,,,,0xFF01FE,
1546,,,"Sanctuaire du temps de Murmebrume",,,,,,,,,,,,,,0xFF01FE,
1547,,,"Bol à offrandes",,,,,,,,,,,,,,0xFF01FE,
1548,,,"Piédestal drakkari",,,,,,,,,,,,,,0xFF01FE,
1549,,,"Rondin tombé",,,,,,,,,,,,,,0xFF01FE,
1550,,,"Monticule de terre ancien",,,,,,,,,,,,,,0xFF01FE,
1551,,,"Cratère nérubien",,,,,,,,,,,,,,0xFF01FE,
1552,,,"Forgerune",,,,,,,,,,,,,,0xFF01FE,
1553,,,"Piste d'envol",,,,,,,,,,,,,,0xFF01FE,
1554,,,"Chariot du Fléau",,,,,,,,,,,,,,0xFF01FE,
1555,,,"le cadavre de Quetz'lun et la présence du prophète de Quetz'lun non engagé dans un combat",,,,,,,,,,,,,,0xFF01FE,
1556,,,"Autel de Kartak",,,,,,,,,,,,,,0xFF01FE,
1557,,,"Pierre à foudre toute-puissante",,,,,,,,,,,,,,0xFF01FE,
1558,,,"seigneur de guerre Zol'Maz présent sans être engagé dans un combat",,,,,,,,,,,,,,0xFF01FE,
1559,,,"Sommet du pilier Solegrâce",,,,,,,,,,,,,,0xFF01FE,
1560,,,"Cercle d'invocation de la Convocation",,,,,,,,,,,,,,0xFF01FE,
1561,,,"Monticule de terre fertile trempé",,,,,,,,,,,,,,0xFF01FE,
1562,,,"Sommet d'un pilier de Sholazar",,,,,,,,,,,,,,0xFF01FE,
